Equipment Tag,Project Name,Area Name,Item,Unit,Qty,Capacity,Field Labor,Material Cost ($),Equipment Cost ($),hrs/qty,Mat $/qty,EQ $/qty,EQ $/Cap
Other,Ball BRD POD 4,Clean Room 4,HEPA Filters,ea,147,,,,$230236,,,$1566,NA
Other,Ball BRD POD 4,Clean Room 4,SB buyout,ea,25,,,,$60116,,,$2405,NA
Other,Ball BRD POD 4,Clean Room 4,Supplemental Support Steel,ea,1,,40,,$3877,40.00,,$3877,NA
Other,Ball BRD POD 4,Clean Room 5,"DHC-2, Duct Heating Coil",ea,1,,5,,$775,4.72,,$775,NA
Other,Ball BRD POD 4,Clean Room 5,"QD, Quick Disconnects",ea,13,,3,,$1613,0.25,,$124,NA
Other,Ball BRD POD 4,Core & Shell,** Coil Pumps,ea,1,,4,,$3877,4.00,,$3877,NA
Other,Ball BRD POD 4,Core & Shell,**misc accessories,ea,1,,15,,$0,14.75,,$0,NA
Other,Ball BRD POD 4,Core & Shell,"DB-1, Dielectric Breaks",ea,1,,1,,$78,1.25,,$78,NA
Other,Ball BRD POD 4,Core & Shell,"DWHT-1, Domestic Water Heater Tank",ea,1,,5,,$5117,4.50,,$5117,NA
Other,Ball BRD POD 4,CUP,"** SHWP-1,2 ,Coil Pumps",ea,2,,4,,$3018,2.00,,$1509,NA
Other,Ball BRD POD 4,CUP,"**BDS-1, Blowdown Separator",ea,4,,16,$0,$23261,4.00,$0,$5815,NA
Other,Ball BRD POD 4,CUP,"**BWT-1, Backwash Tank",ea,1,,0,$0,$7754,0.00,$0,$7754,NA
Other,Ball BRD POD 4,CUP,**CHW Accessories,ea,1,,0,,$3877,0.00,,$3877,NA
Other,Ball BRD POD 4,CUP,**CWFS - CW Filtration System,ea,1,,16,$254,$30472,16.00,$254,$30472,NA
Other,Ball BRD POD 4,CUP,**Glycol Fill,ea,1,,12,$9925,$0,12.00,$9925,$0,NA
Other,Ball BRD POD 4,CUP,**HW Accessories,ea,1,,0,$0,$3877,0.00,$0,$3877,NA
Other,Ball BRD POD 4,CUP,**PCHW Accessories,ea,1,,0,,$3877,0.00,,$3877,NA
Other,Ball BRD POD 4,CUP,**Steam Accessories,ea,5,,16,$0,$1861,3.20,$0,$372,NA
Other,Ball BRD POD 4,CUP,CADRT-1 Compressed Air Receivers,ea,1,,32,$0,$12637,32.00,$0,$12637,NA
Other,Ball BRD POD 4,CUP,Compressed Air Accessories,ea,1,,24,$0,$23261,24.00,$0,$23261,NA
Other,Ball BRD POD 4,CUP,DAD-1 Dessicant Air Dryers,ea,1,,24,$0,$84711,24.00,$0,$84711,NA
Other,Ball BRD POD 4,CUP,FT-15#,ea,10,,14,,$2832,1.35,,$283,NA
Other,Ball BRD POD 4,CUP,GLYCOL 15 30% GLYCOL ASI #15,ea,1,,1,,$233,1.00,,$233,NA
Other,Ball BRD POD 4,CUP,"HR-1, Hose Reel",ea,3,,3,$0,$1163,1.00,$0,$388,NA
Other,Ball BRD POD 4,CUP,"WS-1, Water Softener",ea,1,,16,$0,$15507,16.00,$0,$15507,NA
Other,Ball BRD POD 4,Data Center,"REAR, Server Rear Door Coolers",ea,12,,60,,$214775,5.00,,$17898,NA
Other,Ball BRD POD 4,Office Floor 1,** Accessories 1,ea,1,,19,$478,$3877,19.43,$478,$3877,NA
Other,Ball BRD POD 4,Office Floor 2,** Accessories 2,ea,1,,5,$387,$3877,4.93,$387,$3877,NA
Other,Ball BRD POD 4,Office Floor 2,"DB-1, Dielectric Break",ea,2,,3,$0,$155,1.25,$0,$78,NA
Other,Ball BRD POD 4,Office Floor 3,** Accessories 3,ea,7,,3,$222,$3877,0.44,$32,$554,NA
Other,Ball BRD POD 4,Office Floor 3,"DB-1, Dielectric Break",ea,1,,1,$0,$78,1.25,$0,$78,NA
Other,Ball BRD POD 4,Office Floor 4,AP-1 Access Panel,ea,2,,2,$0,$264,0.80,$0,$132,NA
Other,Ball BRD POD 4,Office Floor 4,ASI-20: Security Man Bars,ea,5,,,,$35961,,,$7192,NA
Other,Ball BRD POD 4,Office Floor 4,Misc.,ea,8,,3,$0,$119,0.42,$0,$15,NA
Other,Ball BRD POD 4,Test Space 1,** GN2 Accessories,ea,113,,134,$2304,$7754,1.18,$20,$69,NA
Other,Ball BRD POD 4,Test Space 1,"DB-1, Dielectric Break",ea,3,,4,$0,$233,1.25,$0,$78,NA
Other,Ball BRD POD 4,Test Space 1,"GN2DRT-1, GN2 Gas Receiver Tank",ea,1,,32,$0,$66797,32.00,$0,$66797,NA
Other,Ball BRD POD 4,Test Space 1,QD-1 Quick Disconnects,ea,15,,4,$0,$1396,0.25,$0,$93,NA
Other,Ball BRD POD 4,Test Space 2,"3/8"" QD Quick Disconnect",ea,28,,7,,$2822,0.25,,$101,NA
Other,Ball BRD POD 4,Test Space 2,Security Man Bars,ea,10,,,,$35961,,,$3596,NA
Other,Ball BRD POD 4,Wedge Lab,"**SHWP-4, AHU Coil circ pump",hp,1,1,3,,$1695,3.00,,$1695,$3389.88
Other,Ball BRD POD 4,Wedge Lab,"CBV, Calibrated Balance Valve",ea,2,,1,,$682,0.50,,$341,NA
Other,Ball BRD POD 4,Wedge Lab,Glycol Fill,ea,1,,8,,$775,8.00,,$775,NA
Other,Ball BRD POD 4,Wedge Lab,"QD, Quick Disconnects",ea,15,,4,,$1861,0.25,,$124,NA
Other,Ball BRD POD 4,Wedge Lab,"RAV, Return Air Valves w/ FHC & AMC (contains Silicone)",ea,4,,,,$46341,,,$11585,NA
Other,Ball BRD POD 4,Wedge Lab,"SAV, Supply Air Valves",ea,5,,,,$24876,,,$4975,NA
PRV,Ball BRD POD 4,Clean Room 1,GN2 PRV's,ea,60,,75,,$23261,1.25,,$388,NA
PRV,Ball BRD POD 4,Clean Room 2,CA PRV CA Pressure Red Val,ea,1,,1,,$504,0.50,,$504,NA
PRV,Ball BRD POD 4,Clean Room 2,GN2 PRV GN2 PRV,ea,13,,16,,$6384,1.25,,$504,NA
PRV,Ball BRD POD 4,Clean Room 3,CA PRV CA Pressure Red Val,ea,1,,1,,$504,0.50,,$504,NA
PRV,Ball BRD POD 4,Clean Room 3,GN2 PRV GN2 PRV,ea,13,,16,,$6384,1.25,,$504,NA
PRV,Ball BRD POD 4,Clean Room 4,CA PRV CA Pressure Red Val,ea,1,,1,,$504,0.50,,$504,NA
PRV,Ball BRD POD 4,Clean Room 4,GN2 PRV GN2 PRV,ea,13,,16,,$6384,1.25,,$504,NA
PRV,Ball BRD POD 4,Clean Room 5,"CA/GN2 PRV, Manu gas PRV",ea,13,,16,,$7056,1.19,,$543,NA
PRV,Ball BRD POD 4,CUP,"R-1,2,3,4,5 Gas Regulators",ea,5,,6,$0,$4497,1.25,$0,$899,NA
PRV,Ball BRD POD 4,Test Space 2,CA PRV CA Pressure Red Val,ea,8,,4,,$5583,0.50,,$698,NA
PRV,Ball BRD POD 4,Test Space 2,GN2 PRV,ea,20,,25,,$7754,1.25,,$388,NA
PRV,Ball BRD POD 4,Wedge Lab,"CA/GN2 PRV, Manu gas PRV",ea,15,,16,,$8141,1.05,,$543,NA
RD/ORD,Ball BRD POD 4,Core & Shell,"RDs/ORDs, Roof Drains/Overflow Roof Drains",ea,8,,12,,$6739,1.50,,$842,NA
RD/ORD,Ball BRD POD 4,CUP,"RD/ORD, Roof Drains/Overflow Drains",ea,2,,3,$0,$1678,1.50,$0,$839,NA
RD/ORD,Ball BRD POD 4,Office Floor 2,"RD/ORD, Roof Drains/ Overflow Roof Drains",ea,8,,12,$0,$6712,1.50,$0,$839,NA
RD/ORD,Ball BRD POD 4,Office Floor 4,"RD/ORD, Roof Drains/ Overflow Roof Drains",ea,8,,12,,$6712,1.50,,$839,NA
RH,Ball BRD POD 4,Core & Shell,"RH-1, Roof Hoods",ea,1,,,,$504,,,$504,NA
RH,Ball BRD POD 4,Office Floor 1,"Roof Hood, RH-1",ea,1,,,,$78,,,$78,NA
RPBP,Ball BRD POD 4,Core & Shell,"RPBP-1, Reduced Pressure Backflow Preventer",ea,1,,4,,$1938,3.75,,$1938,NA
RPBP,Ball BRD POD 4,CUP,"RPBP, Reduced Pressure Backflow Preventer",ea,2,,6,$0,$5893,3.00,$0,$2946,NA
RPBP,Ball BRD POD 4,Wedge Lab,"RPBP, Backflow preventer",ea,1,,3,,$543,2.75,,$543,NA
SA VAV,Ball BRD POD 4,Office Floor 1,"TB, Terminal Boxes",ea,21,,,,$13142,,,$626,NA
SA VAV,Ball BRD POD 4,Office Floor 2,"TB, Terminal Boxes",ea,24,,,,$15020,,,$626,NA
SA VAV,Ball BRD POD 4,Office Floor 3,"TB, Terminal Boxes",ea,26,,,,$16272,,,$626,NA
SB,Ball BRD POD 4,CUP,"SBL-1,2 Steam Boilers",mbh,2,3986,72,$0,$225608,36.00,$0,$112804,$56.60
SPIN,Ball BRD POD 4,Office Floor 1,"Duct specials, spins w/o MVD",ea,1,,,,$5428,,,$5428,NA
SPIN,Ball BRD POD 4,Office Floor 2,"Duct specials, spins w/o MVD",ea,1,,,,$5428,,,$5428,NA
SPIN,Ball BRD POD 4,Office Floor 3,"Duct specials, spins w/o MVD",ea,1,,,,$5428,,,$5428,NA
SPIN,Ball BRD POD 4,Office Floor 4,"Duct specials, spins w/o MVD",ea,1,,,,$3877,,,$3877,NA
ST,Ball BRD POD 4,Clean Room 5,Steam Traps,ea,2,,6,,$1278,2.94,,$639,NA
UH,Ball BRD POD 4,Core & Shell,"UHs, Unit Heaters",ea,2,,8,,$3922,4.00,,$1961,NA
UH,Ball BRD POD 4,Office Floor 1,"Electric Unit Heaters, EUH",ea,1,,4,,$3957,4.00,,$3957,NA
UH,Ball BRD POD 4,Office Floor 1,"Unit Heaters, UH",ea,1,,4,,$1961,4.00,,$1961,NA
UH,Ball BRD POD 4,Office Floor 4,Eleactric Unit Heaters,ea,2,,,,$4187,,,$2093,NA
VAV,Ball BRD POD 4,Clean Room 2,VAVs buyout,ea,1,,,,$238,,,$357,NA
VAV,Ball BRD POD 4,Clean Room 3,VAVs buyout,ea,1,,,,$238,,,$357,NA
VAV,Ball BRD POD 4,Clean Room 4,VAVs buyout,ea,1,,,,$238,,,$357,NA
VFD,Ball BRD POD 4,CUP,**Pump VFDs,ea,10,,0,,$67960,0.00,,$6796,NA
WV,Ball BRD POD 4,Clean Room 2,"4"" Dia,",ea,1,,0,,$9,0.25,,$9,NA
WV,Ball BRD POD 4,Clean Room 3,"4"" Dia,",ea,1,,0,,$9,0.25,,$9,NA
WV,Ball BRD POD 4,Clean Room 4,"4"" Dia,",ea,1,,0,,$9,0.25,,$9,NA
WV,Ball BRD POD 4,CUP,floor sink (fs),ea,36,,54,$0,$34333,1.50,$0,$954,NA
WV,Ball BRD POD 4,Office Floor 1,floor drain (fd),ea,4,,6,$248,$930,1.50,$62,$233,NA
WV,Ball BRD POD 4,Office Floor 1,floor sink (fs),ea,1,,2,$62,$954,1.50,$62,$954,NA
WV,Ball BRD POD 4,Office Floor 2,floor drain (fd),ea,4,,6,$248,$930,1.50,$62,$233,NA
WV,Ball BRD POD 4,Office Floor 2,floor sink (fs),ea,1,,2,$62,$954,1.50,$62,$954,NA
WV,Ball BRD POD 4,Office Floor 3,floor drain (fd),ea,2,,3,$124,$465,1.50,$62,$233,NA
WV,Ball BRD POD 4,Office Floor 4,"2""FD-1 Floor Drain",ea,2,,2,$0,$465,1.20,$0,$233,NA
WV,Ball BRD POD 4,Office Floor 4,"3""FS-1 Floor Sink",ea,1,,1,$0,$954,1.20,$0,$954,NA
WV,Ball BRD POD 4,Office Floor 4,GD-1 Garbage Disposal,ea,1,,1,$0,$101,1.20,$0,$101,NA
WV,Ball BRD POD 4,Test Space 1,floor sink (fs),ea,3,,5,$0,$2861,1.50,$0,$954,NA
AHU,Bioscience 4,Core and Shell,"AHU-08-001,002, Air Handling Units",cfm,2,110000,472,,$1068392,236.00,,$534196,$9.71
AS,Bioscience 4,Core and Shell,"AS-08-001, Air and Dirt Separator",ea,1,,6,$128,$13823,6.00,$128,$13823,NA
AS,Bioscience 4,Core and Shell,"AS-08-002, Air and Dirt Separator",ea,1,,6,$111,$13823,6.00,$111,$13823,NA
AS,Bioscience 4,Core and Shell,"AS-08-003/004, Air and Dirt Separator",ea,2,,8,$222,$27647,4.00,$111,$13823,NA
CH,Bioscience 4,Core and Shell,"CH-08-001,002, Chillers",tons,2,500,128,,$522920,64.00,,$261460,$1045.84
CHW Special,Bioscience 4,Core and Shell,Chem Feeder allowance,ls,1,,1,$21,$32800,1.25,$21,$32800,NA
CHWP,Bioscience 4,Core and Shell,"CHWP-01-001,002, Zone Level Chilled Water Pumps",ea,2,6,10,,$8587,5.00,,$4294,$1431.20
CHWP,Bioscience 4,Core and Shell,"CHWP-08-001,002, Chilled Water Pumps",ea,2,,64,$410,$17990,32.00,$205,$8995,NA
CHWP,Bioscience 4,Core and Shell,"CHWP-08-003,004, Chilled Water Pumps",ea,2,,64,$410,$17990,32.00,$205,$8995,NA
DMW,Bioscience 4,Core and Shell,"FPRH-001, Roof Hydrant",ea,4,,4,$0,$3691,1.00,$0,$923,NA
DMW,Bioscience 4,Core and Shell,"FPWH-001, Freeze Proof Wall Hydrant",ea,5,,5,$0,$1868,1.00,$0,$374,NA
DMW,Bioscience 4,Core and Shell,hose bibb,ea,3,,3,$0,$461,1.00,$0,$154,NA
DMW,Bioscience 4,Core and Shell,"TMV-001, Point of use TMV",ea,46,,35,$0,$2923,0.75,$0,$64,NA
DMW,Bioscience 4,Core and Shell,"WHA-001, Water Hammer Arrestor",ea,26,,26,$0,$3170,1.00,$0,$122,NA
DMW/WV,Bioscience 4,Core and Shell,"DF-001, Drinking Fountain Bi-Level w/ Bottle Filler",ea,7,,21,$0,$27128,3.00,$0,$3875,NA
DMW/WV,Bioscience 4,Core and Shell,"LAV-001, Lav Undermount",ea,46,,138,$0,$36228,3.00,$0,$788,NA
DMW/WV,Bioscience 4,Core and Shell,"MS-001, Mop Sink",ea,6,,24,$0,$6445,4.00,$0,$1074,NA
DMW/WV,Bioscience 4,Core and Shell,"MS-002, Mop Sink",ea,1,,4,$0,$1165,4.00,$0,$1165,NA
DMW/WV,Bioscience 4,Core and Shell,"SH-01, 02, ADA Showers",ea,2,,10,$0,$9171,5.00,$0,$4586,NA
DMW/WV,Bioscience 4,Core and Shell,"UR-001, Urinal WH FV",ea,8,,34,$1504,$7912,4.25,$188,$989,NA
DMW/WV,Bioscience 4,Core and Shell,"WC-001, Water Closet WH FV ADA",ea,16,,56,$5684,$14072,3.50,$355,$880,NA
DMW/WV,Bioscience 4,Core and Shell,"WC-002, Water Closet WH FV",ea,24,,84,$8526,$21109,3.50,$355,$880,NA
DSN,Bioscience 4,Core and Shell,"DSN-001, Down Spout Nozzles 4""/6""/8""",ea,7,,9,$0,$3206,1.25,$0,$458,NA
DW Specials,Bioscience 4,Core and Shell,"DWST-001, Domestic Water Storage Tank",gal,1,118,5,,$7133,4.50,,$7133,$60.45
DW Specials,Bioscience 4,Core and Shell,"Water Specials (SA, APs, misc support)",ls,1,,124,$34260,$877,123.60,$34260,$877,NA
DWBP,Bioscience 4,Core and Shell,"BP-001, Domestic Water Booster Pumps (Duplex)",hp,1,15,24,,$51250,24.00,,$51250,$3416.67
DWH,Bioscience 4,Core and Shell,"WH-001 - 007, Electric Water Heaters",kW,7,48,20,,$26225,2.86,,$3746,$546.35
DWP,Bioscience 4,Core and Shell,"CP-001 - 008, Circ Pumps",hp,8,1,24,,$4349,3.00,,$544,$5435.99
ESP,Bioscience 4,Core and Shell,"ESP-001,002, Elevator Sump Pumps",hp,2,1,8,,$5321,4.00,,$2660,$5320.80
ET,Bioscience 4,Core and Shell,"ET-08-001, Expansion Tank",gal,1,20,8,,$1888,8.00,,$1888,$94.41
ET,Bioscience 4,Core and Shell,"ET-08-002, Expansion Tank",gal,1,63,12,,$3245,12.00,,$3245,$51.51
ET,Bioscience 4,Core and Shell,"ET-08-003/004, Expansion Tank",ea,2,,16,,$6150,8.00,,$3075,NA
FCU,Bioscience 4,Core and Shell,"FCUs, Fan Coil Units",ea,27,,138,$3459,$156333,5.11,$128,$5790,NA
Flue,Bioscience 4,Core and Shell,Flue piping,ls,1,,73,,$23818,72.97,,$23818,NA
GEF,Bioscience 4,Core and Shell,"EF-01-001, Loading Dock Exhaust Fan",cfm,1,3100,,,$9533,,,$9533,$3.08
GEF,Bioscience 4,Core and Shell,"EF-01-002, Fire Pump Room Exhaust Fan",cfm,1,350,,,$1076,,,$1076,$3.08
GEF,Bioscience 4,Core and Shell,"EF-08-001A/B,002A/B, Lab Exhaust Fan w/ VFD",cfm,4,110000,,$1025,$750392,,$256,$187598,$6.82
GEF,Bioscience 4,Core and Shell,"EF-08-005, Elevator Exhaust Fan",ea,1,700,,,$2153,,,$2153,$3.08
GEF,Bioscience 4,Core and Shell,"SF-08-001,002, Stairwell Press. Fan",cfm,2,33400,96,$513,$35875,48.00,$256,$17938,$1.07
GEF,Bioscience 4,Core and Shell,"SF-08-003,004, Elevator Press. Fan",cfm,2,28000,96,$513,$86100,48.00,$256,$43050,$3.08
GF,Bioscience 4,Core and Shell,"GFS, glycol feeder allowance",ea,1,,6,,$4100,6.00,,$4100,NA
GF,Bioscience 4,Core and Shell,"GFS-08-001/002, Glycol Feeder",ea,2,,12,,$8200,6.00,,$4100,NA
GI,Bioscience 4,Core and Shell,"GINT-001, Grease Interceptor",gpm,1,100,20,,$4674,20.00,,$4674,$46.74
HW Specials,Bioscience 4,Core and Shell,"HW Specials (AS, ET, GF, CPF, CR)",ls,1,,52,$3705,$0,52.00,$3705,$0,NA
HWB,Bioscience 4,Core and Shell,"B-08-001,002, Heating Water Boilers",mbh,2,10000,24,,$209233,12.00,,$104617,$20.92
HWP,Bioscience 4,Core and Shell,"ERWP-08-001,002, Energy Recovery Pumps",hp,2,30,64,$436,$10099,32.00,$218,$5049,$336.62
HWP,Bioscience 4,Core and Shell,"HHWP-01-001, Zone Level Heating Water Pumps",hp,1,2,5,,$2173,5.00,,$2173,$1086.50
HWP,Bioscience 4,Core and Shell,"HHWP-01-002, Zone Level Heating Water Pumps",hp,1,3,5,,$2221,5.00,,$2221,$740.43
HWP,Bioscience 4,Core and Shell,"HHWP-08-001,002, Heating Water Pumps",hp,2,30,72,$436,$10940,36.00,$218,$5470,$364.66
HWP,Bioscience 4,Core and Shell,"HHWP-AHU-08-001,002, Preheat Coil Pump",hp,2,4,12,,$9794,6.00,,$4897,$2448.57
HWP,Bioscience 4,Core and Shell,"HHWP-B-08-001, 002, Boiler Circ Pump",hp,2,4,10,,$14790,5.00,,$7395,$3697.38
LSD,Bioscience 4,Core and Shell,"LSDs, Life Safety Dampers",ea,50,,,,$25625,,,$513,NA
MVD,Bioscience 4,Core and Shell,"MVDs, Manual Volume Dampers",ea,100,,,,$16969,,,$170,NA
Other,Bioscience 4,Core and Shell,** misc. labor,ls,1,,116,,$0,115.84,,$0,NA
Other,Bioscience 4,Core and Shell,"** VFD, Variable Frequency Drive (AHU)",ea,2,,,,$4650,,,$2325,NA
Other,Bioscience 4,Core and Shell,"** VFD, Variable Frequency Drive (Boiler)",ea,2,,,,$6758,,,$3379,NA
Other,Bioscience 4,Core and Shell,"** VFD, Variable Frequency Drive (ERWP)",ea,2,,,,$9879,,,$4939,NA
Other,Bioscience 4,Core and Shell,"** VFD, Variable Frequency Drive (Heating)",ea,2,,,,$4650,,,$2325,NA
Other,Bioscience 4,Core and Shell,"** VFD, Variable Frequency Drive (Zone)",ea,2,,,,$4411,,,$2206,NA
Other,Bioscience 4,Core and Shell,** VFDs (Lab EF),ea,4,,,,$28714,,,$7179,NA
Other,Bioscience 4,Core and Shell,** VFDs (SF),ea,4,,,,$28714,,,$7179,NA
Other,Bioscience 4,Core and Shell,Drip Pans,ls,1,,102,$3485,$0,102.00,$3485,$0,NA
Other,Bioscience 4,Core and Shell,"EUH, Stairwell Heaters",ea,2,,5,,$2635,2.50,,$1318,NA
Other,Bioscience 4,Core and Shell,FCO-001,ea,20,,25,,$7491,1.25,,$375,NA
Other,Bioscience 4,Core and Shell,GCO-001,ea,6,,6,,$1189,1.00,,$198,NA
Other,Bioscience 4,Core and Shell,"HP-01-001A/B, Heat Pump",ea,1,,,$718,$3588,,$718,$3588,NA
Other,Bioscience 4,Core and Shell,"HP-08-001A/B, Heat Pump",ea,1,,,$718,$3588,,$718,$3588,NA
Other,Bioscience 4,Core and Shell,"HP-08-002A/B, Heat Pump",ea,1,,,$718,$3588,,$718,$3588,NA
Other,Bioscience 4,Core and Shell,Lab Gas Sleeves,ea,48,,48,$1063,$0,1.00,$22,$0,NA
Other,Bioscience 4,Core and Shell,"Sanitary Specials (FCOs, GCOs)",ls,1,,24,$446,$0,23.50,$446,$0,NA
Other,Bioscience 4,Core and Shell,"TEUH, Temp Unit Heaters",ea,42,,105,,$55338,2.50,,$1318,NA
Other,Bioscience 4,Core and Shell,TP-001,ea,8,,8,,$854,1.00,,$107,NA
Other,Bioscience 4,Core and Shell,TP-002,ea,1,,3,,$1333,2.50,,$1333,NA
Other,Bioscience 4,Core and Shell,TP-003,ea,4,,10,,$2603,2.50,,$651,NA
Other,Bioscience 4,Core and Shell,WCO-001,ea,15,,,,$1240,,,$83,NA
PRV,Bioscience 4,Core and Shell,"DPCV-001, Pressure Control Valves",ea,8,,,,$8881,,,$1110,NA
RD/ORD,Bioscience 4,Core and Shell,"RD-001, Roof  Drain and overflow drain(4"")",ea,11,,28,$0,$5345,2.50,$0,$486,NA
RH,Bioscience 4,Core and Shell,"RH-08-001,2, Relief Hoods",ea,2,,96,,$10250,48.00,,$5125,NA
RPBP,Bioscience 4,Core and Shell,"BFP-001, 4""  Backflow Preventers",ea,1,,4,,$11132,4.00,,$11132,NA
RPBP,Bioscience 4,Core and Shell,"BFP-002, 1""  Backflow Preventers",ea,1,,,,$533,,,$533,NA
SA VAV,Bioscience 4,Core and Shell,"VAV, Supply VAV boxes",ea,9,,,,$23635,,,$2626,NA
WV,Bioscience 4,Core and Shell,"2"" TS-001",ea,12,,12,$0,$326,1.00,$0,$27,NA
WV,Bioscience 4,Core and Shell,"3"" TS-001",ea,6,,6,$0,$204,1.00,$0,$34,NA
WV,Bioscience 4,Core and Shell,"FD-001, Floor Drain",ea,20,,25,$0,$2452,1.25,$0,$123,NA
WV,Bioscience 4,Core and Shell,"FS-001, Floor Sink",ea,11,,14,$0,$13152,1.25,$0,$1196,NA
WV,Bioscience 4,Core and Shell,"TD-001, Trench Drain",lf,34,,24,$0,$2975,0.70,$0,$88,NA
DMW,Bollman Tech Renovation,CTE Building,WB-1,ea,1,,,,$73,,,$73,NA
DMW/WV,Bollman Tech Renovation,CTE Building,ESE-1 & TMV-2,ea,4,,,,$8240,,,$2060,NA
DMW/WV,Bollman Tech Renovation,CTE Building,EWC-1,ea,1,,,,$1651,,,$1651,NA
DMW/WV,Bollman Tech Renovation,CTE Building,EWC-2,ea,1,,,,$2139,,,$2139,NA
DMW/WV,Bollman Tech Renovation,CTE Building,MSB-1,ea,5,,,,$1915,,,$383,NA
DMW/WV,Bollman Tech Renovation,CTE Building,S-1 & TMV-1,ea,1,,,,$825,,,$825,NA
DMW/WV,Bollman Tech Renovation,CTE Building,S-2 & TMV-1,ea,5,,,,$29485,,,$5897,NA
DMW/WV,Bollman Tech Renovation,CTE Building,WC Carriers,ea,11,,,,$3497,,,$318,NA
FCU,Bollman Tech Renovation,CTE Building,ACCU/FCU - Trane,ea,2,,,,$15877,,,$7939,NA
Other,Bollman Tech Renovation,CTE Building,Carmon System - Air Pure,ea,1,,,,$21657,,,$21657,NA
Other,Bollman Tech Renovation,CTE Building,Fixtures,ls,1,,491,$2022,,491.00,$2022,,
Other,Bollman Tech Renovation,CTE Building,Mechanical Equipment - CFM Company,ls,1,,,,$194927,,,$194927,NA
RTU,Bollman Tech Renovation,CTE Building,Aaon RTU's - Western Mechanical,ea,13,,,,$1223534,,,$94118,NA
SOI,Bollman Tech Renovation,CTE Building,Sand-Oil Interceptor - Copeland,ls,1,,160,,$7370,160.00,,$7370,NA
VFD,Bollman Tech Renovation,CTE Building,ABB VDF's for RTU's,ea,33,,,,$87899,,,$2664,NA
WV,Bollman Tech Renovation,CTE Building,FD-1 & TP-1,ea,8,,,,$4374,,,$547,NA
WV,Bollman Tech Renovation,CTE Building,TD-1 & TP-1,ea,5,,,,$113911,,,$22782,NA
AHU,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,RTU (1-5),tons,279,279,80,,$611044,0.29,,$2188,$2187.77
CUH,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,cabinet unit heater (CUH) (SM Package),ea,5,,0,,$2,0.00,,$0,NA
DBP,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,booster pump,ea,1,,16,,$2,16.00,,$2,NA
DMW,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,hose bibb (HB1),ea,15,,8,,$953,0.50,,$64,NA
DMW,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,ice box (IMB1),ea,3,,5,,$342,1.50,,$114,NA
DMW,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,roof hydrant (RH1),ea,1,,2,,$1047,1.50,,$1047,NA
DMW,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,wall hydrant (NW1),ea,5,,5,,$1101,1.00,,$220,NA
DMW,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,wall hydrant (NW2),ea,2,,2,,$387,1.00,,$194,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,column shower (CS1),ea,2,,16,,$7728,8.00,,$3864,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,electric water cooler (EWC1),ea,6,,24,,$6883,4.00,,$1147,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,"emergency eyewash - (EEW1,EMV1)",ea,2,,9,,$2907,4.60,,$1454,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,lav (LV1),ea,10,,25,,$6779,2.50,,$678,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,lav (LV2),ea,16,,40,,$10887,2.50,,$680,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,lav (LV3),ea,12,,24,,$8712,2.00,,$726,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,lav (LV4),ea,2,,4,,$982,2.00,,$491,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,lav (LV5),ea,2,,5,,$2042,2.50,,$1021,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,mop basin (JS1),ea,5,,20,,$2940,4.00,,$588,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,shower (SV1),ea,49,,196,,$5756,4.00,,$117,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,shower (SV2),ea,4,,16,,$1645,4.00,,$411,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,shower (SV3),ea,2,,12,,$2937,6.00,,$1468,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,sink (SK1),ea,2,,5,,$2303,2.50,,$1152,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,sink (SK2),ea,6,,15,,$6250,2.50,,$1042,NA
DMW/WV,BSFS Phase III: K-State North Stadium & Vanier Football Complex,Stadium,sink (SK3),ea,2,,5,,$1268,2.50,,$634,NA
