OmniClass_Code,OmniClass_Title,Description
22-07 84 00,Firestopping,nan
22-07 84 13,Penetration Firestopping,nan
22-07 84 13-1,Penetration Firestopping Mortars,nan
22-07 84 13-2,Penetration Firestopping Devices,nan
22-07 84 43,Joint Firestopping,nan
22-07 84 53,Building Perimeter Firestopping,nan
22-07 86 00,Smoke Seals,nan
22-07 87 00,Smoke Containment Barriers,nan
22-07 90 00,Joint Protection,nan
22-07 91 00,Preformed Joint Seals,nan
22-07 91 13,Compression Seals,nan
22-07 91 16,Joint Gaskets,nan
22-07 91 23,Backer Rods,nan
22-07 91 26,Joint Fillers,nan
22-07 92 00,Joint Sealants,nan
22-07 92 13,Elastomeric Joint Sealants,nan
22-07 92 16,Rigid Joint Sealants,nan
22-07 92 19,Acoustical Joint Sealants,nan
22-07 95 00,Expansion Control,nan
22-07 95 13,Expansion Joint Cover Assemblies,nan
22-07 95 13-1,Interior Expansion Joint Cover Assemblies,nan
22-07 95 13-2,Exterior Expansion Joint Cover Assemblies,nan
22-07 95 13-3,Parking Deck Expansion Joint Cover Assemblies,nan
22-07 95 53,Joint Slide Bearings,nan
22-07 95 63,Bridge Expansion Joint Cover Assemblies,nan
22-08 00 00,Openings,nan
22-08 36 19,Multi-Leaf Vertical Lift Doors,nan
22-08 62 00,Unit Skylights,nan
22-08 62 13,Domed Unit Skylights,nan
22-08 62 16,Pyramidal Unit Skylights,nan
22-08 62 19,Vaulted Unit Skylights,nan
22-08 62 23,Tubular Skylights,nan
22-08 63 00,Metal-Framed Skylights,nan
22-08 63 13,Domed Metal-Framed Skylights,nan
22-08 63 16,Pyramidal Metal-Framed Skylights,nan
22-08 63 19,Vaulted Metal-Framed Skylights,nan
22-08 63 23,Ridge Metal-Framed Skylights,nan
22-08 63 53,Motorized Metal-Framed Skylights,nan
22-08 64 00,Plastic-Framed Skylights,nan
22-08 65 00,Glazed Canopies,nan
22-08 65 13,Suspended Glazed Canopies,nan
22-08 67 00,Skylight Protection and Screens,nan
22-08 70 00,Hardware,nan
22-08 71 00,Door Hardware,nan
22-08 71 13,Power Door Operators,nan
22-08 71 53,Security Door Hardware,nan
22-08 74 00,Non-Integrated Access Control Hardware,nan
22-08 74 13,Non-Integrated Card Key Access Control Hardware,nan
22-08 74 16,Non-Integrated Keypad Access Control Hardware,nan
22-08 74 19,Non-Integrated Biometric Identity Access Control Hardware,nan
22-08 75 00,Window Hardware,nan
22-08 75 13,Automatic Window Equipment,nan
22-08 75 16,Window Operators,nan
22-08 78 00,Special Function Hardware,nan
22-08 79 00,Hardware Accessories,nan
22-08 79 13,Key Storage Equipment,nan
22-08 80 00,Glazing,nan
22-08 81 00,Glass Glazing,nan
22-08 81 13,Decorative Glass Glazing,nan
22-08 81 23,Exterior Glass Glazing,nan
22-08 81 26,Interior Glass Glazing,nan
22-08 83 00,Mirrors,nan
22-08 83 13,Mirrored Glass Glazing,nan
22-08 83 16,Mirrored Plastic Glazing,nan
22-08 84 00,Plastic Glazing,nan
22-08 84 13,Decorative Plastic Glazing,nan
22-08 85 00,Glazing Accessories,nan
22-08 87 00,Glazing Surface Films,nan
22-08 87 13,Solar Control Films,nan
22-08 87 23,Safety and Security Films,nan
22-08 87 23-1,Safety Films,nan
22-08 87 23-2,Security Films,nan
22-08 87 26,Bird Control Film,nan
22-08 87 33,Decorative Films,nan
22-08 88 00,Special Function Glazing,nan
22-08 88 13,Fire-Rated Glazing,nan
22-08 88 19,Hurricane-Resistant Glazing,nan
22-08 88 23,Cable Suspended Glazing,nan
22-09 22 36,Lath,nan
22-09 22 36-1,Gypsum Lath,nan
22-09 22 36-2,Metal Lath,nan
22-09 22 39,Veneer Plaster Base,nan
22-09 62 53,Synthetic Turf Flooring,nan
22-09 62 63,Metal Flooring,nan
22-09 62 63-1,Aluminum Flooring,nan
22-09 62 63-2,Stainless Steel Flooring,nan
22-09 62 83,Structural Glass Flooring,nan
22-09 63 00,Masonry Flooring,nan
22-09 63 13,Brick Flooring,nan
22-09 63 13-1,Chemical-Resistant Brick Flooring,nan
22-09 63 40,Stone Flooring,nan
22-09 63 43,Composition Stone Flooring,nan
22-09 64 00,Wood Flooring,nan
22-09 64 16,Wood Block Flooring,nan
22-09 64 19,Wood Composition Flooring,nan
22-09 64 23,Wood Parquet Flooring,nan
22-09 64 23-1,Acrylic-Impregnated Wood Parquet Flooring,nan
22-09 64 29,Wood Strip and Plank Flooring,nan
22-09 64 33,Laminated Wood Flooring,nan
22-09 64 36,Bamboo Flooring,nan
22-09 64 53,Resilient Wood Flooring Assemblies,nan
22-09 64 66,Wood Athletic Flooring,nan
22-09 65 00,Resilient Flooring,nan
22-09 65 13,Resilient Base and Accessories,nan
22-09 65 13-1,Resilient Base,nan
22-09 65 13-2,Resilient Stair Treads and Risers,nan
22-09 65 13-3,Resilient Stair Nosings,nan
22-09 65 13-4,Resilient Accessories,nan
22-09 69 19,Stringerless Access Flooring,nan
22-10 41 00,Emergency Access and Information Cabinets,nan
22-10 41 13,Fire Department Plan Cabinets,nan
22-10 41 16,Emergency Key Cabinets,nan
22-10 56 19-1,Recycled Plastic Storage Shelving,nan
22-10 73 16-1,Metal Canopies,nan
22-10 73 16-2,Fabric Canopies,nan
22-10 73 16-3,Glazed Canopies,nan
22-10 73 16-4,Point Supported Glass Canopies,nan
22-11 01 50,Operation and Maintenance of Educational and Scientific Equipment,nan
22-11 01 56,Operation and Maintenance of Observatory Equipment,nan
22-11 13 19-2,Stationary Loading Dock Lifts,nan
22-11 13 19-3,Loading Dock Truck Lifts,nan
22-11 22 13-1,Safe Deposit Boxes,nan
22-11 22 13-2,Safes,nan
22-11 22 13-3,Vault Ventilators,nan
22-11 22 13-4,Time Capsules,nan
22-11 22 16,Teller and Service Equipment,nan
22-11 22 16-1,Teller Equipment Systems,nan
22-11 22 16-2,Automatic Banking Systems,nan
22-11 61 33-3,Curtain Systems,nan
22-11 61 43,Stage Curtains,nan
22-11 98 14,Detention Door Hardware,nan
22-12 20 00,Window Treatments,nan
22-12 21 00,Window Blinds,nan
22-12 21 13,Horizontal Louver Blinds,nan
22-12 21 13-1,Metal Horizontal Louver Blinds,nan
22-12 21 13-2,Wood Horizontal Louver Blinds,nan
22-12 21 13-3,Plastic Horizontal Louver Blinds,nan
22-12 21 16,Vertical Louver Blinds,nan
22-12 21 16-1,Metal Vertical Louver Blinds,nan
22-12 21 16-2,Wood Vertical Louver Blinds,nan
22-12 21 16-3,Plastic Vertical Louver Blinds,nan
22-12 21 23,Roll-Down Blinds,nan
22-12 21 26,Black-Out Blinds,nan
22-12 22 00,Curtains and Drapes,nan
22-12 22 13,Draperies,nan
22-12 22 16,Drapery Track and Accessories,nan
22-12 23 00,Interior Shutters,nan
22-12 23 13,Wood Interior Shutters,nan
22-12 24 00,Window Shades,nan
22-12 24 13,Roller Window Shades,nan
22-12 24 16,Pleated Window Shades,nan
22-12 24 16-1,Z-Pleated Window Shades,nan
22-12 24 16-2,Cellular Shades,nan
22-12 24 16-3,Roman Shades,nan
22-12 25 00,Window Treatment Operating Hardware,nan
22-12 25 09,Window Treatment Control System,nan
22-12 25 13,Motorized Drapery Rods,nan
22-12 26 00,Interior Daylighting Devices,nan
22-12 30 00,Casework,nan
22-12 31 00,Manufactured Metal Casework,nan
22-12 31 16,Manufactured Metal Sandwich Panel Casework,nan
22-12 32 00,Manufactured Wood Casework,nan
22-12 32 13,Manufactured Wood-Veneer-Faced Casework,nan
22-12 32 16,Manufactured Plastic-Laminate-Clad Casework,nan
22-12 34 00,Manufactured Plastic Casework,nan
22-12 34 16,Manufactured Solid-Plastic Casework,nan
22-12 34 19,Manufactured Solid Surface Casework,nan
22-12 35 00,Specialty Casework,nan
22-12 35 17,Bank Casework,nan
22-12 35 25,Hospitality Casework,nan
22-12 35 30,Residential Casework,nan
22-12 35 30-1,Kitchen Casework,nan
22-12 35 30-2,Bathroom Casework,nan
22-12 35 30-3,Dormitory Casework,nan
22-12 35 33,Utility Room Casework,nan
22-12 35 36,Mailroom Casework,nan
22-12 35 39,Commercial Kitchen Casework,nan
22-12 35 50,Educational/Library Casework,nan
22-12 35 50-1,Educational Casework,nan
22-12 35 50-2,Library Casework,nan
22-12 35 50-3,Built-In Study Carrels,nan
22-12 45 13,Bed Linens,nan
22-12 45 13-1,Blankets,nan
22-12 45 13-2,Comforters,nan
22-12 45 16,Pillows,nan
22-12 46 00,Furnishing Accessories,nan
22-12 46 13,Ash Receptacles,nan
22-12 46 16,Bowls,nan
22-12 46 19,Clocks,nan
22-12 46 23,Decorative Crafts,nan
22-12 46 26,Decorative Screens,nan
22-12 46 29,Vases,nan
22-12 46 33,Waste Receptacles,nan
22-12 48 00,Rugs and Mats,nan
22-12 48 13,Entrance Floor Mats and Frames,nan
22-12 48 13-1,Entrance Floor Mats,nan
22-12 48 13-2,Entrance Floor Mat Frames,nan
22-12 48 16,Entrance Floor Grilles,nan
22-12 48 19,Entrance Floor Gratings,nan
22-12 48 23,Entrance Floor Grids,nan
22-12 48 26,Entrance Tile,nan
22-12 48 43,Floor Mats,nan
22-12 48 43-1,Chair Mats,nan
22-12 48 43-2,Anti-Fatigue Floor Mats,nan
22-12 48 43-3,Fall-Cushioning Floor Mats,nan
22-12 48 53,Rugs,nan
22-12 48 53-1,Runners,nan
22-12 48 53-2,Oriental Rugs,nan
22-12 50 00,Furniture,nan
22-12 51 00,Office Furniture,nan
22-12 51 16,Case Goods,nan
22-12 51 16-1,Metal Case Goods,nan
22-12 51 16-2,Wood Case Goods,nan
22-12 51 16-3,Plastic-Laminate-Clad Case Goods,nan
22-12 51 19,Filing Cabinets,nan
22-12 51 19-1,Lateral Filing Cabinets,nan
22-12 51 19-2,Vertical Filing Cabinets,nan
22-12 51 23,Office Tables,nan
22-12 51 83,Custom Office Furniture,nan
22-12 52 00,Seating,nan
22-12 52 13,Chairs,nan
22-12 52 19,Upholstered Seating,nan
22-12 52 23,Office Seating,nan
22-12 52 70,Healthcare Seating,nan
22-12 52 83,Custom Seating,nan
22-12 53 00,Retail Furniture,nan
22-12 53 83,Custom Retail Furniture,nan
22-12 54 00,Hospitality Furniture,nan
22-12 54 13,Hotel and Motel Furniture,nan
22-12 54 16,Restaurant Furniture,nan
22-12 54 83,Custom Hospitality Furniture,nan
22-12 55 00,Detention Furniture,nan
22-12 60 00,Multiple Seating,nan
22-13 01 50,Operation and Maintenance of Special Instrumentation,nan
22-13 01 51,Operation and Maintenance of Stress Instrumentation,nan
22-13 34 13-3,Swimming Pool Enclosures,nan
22-13 34 13-4,Sunrooms,nan
22-13 34 13-5,Conservatories,nan
22-13 34 16,Grandstands and Bleachers,nan
22-13 34 16-1,Grandstands,nan
22-13 34 16-2,Bleachers,nan
22-13 34 18,Post Frame Building Systems,nan
22-13 34 19,Metal Building Systems,nan
22-13 34 23,Fabricated Structures,nan
22-13 34 23-1,Portable and Mobile Buildings,nan
22-13 34 23-2,Fabricated Classroom Buildings,nan
22-13 34 23-3,Fabricated Control Booths,nan
22-13 34 23-4,Fabricated Dome Structures,nan
22-13 34 23-5,Fabricated Substation Control Rooms,nan
22-13 34 23-6,Fabricated Cold Storage Buildings,nan
22-13 34 56,Observatories,nan
22-13 35 00,Rammed Earth Construction,nan
22-13 35 13,Rammed Earth Walls,nan
22-13 35 13-1,Traditional Rammed Earth Walls,nan
22-13 35 13-2,Stabilized Insulated Rammed Earth Walls,nan
22-13 36 00,Towers,nan
22-13 36 13,Metal Towers,nan
22-13 36 13-1,Steel Towers,nan
22-13 36 23,Wood Towers,nan
22-13 40 00,Integrated Construction,nan
22-13 42 00,Building Modules and Components,nan
22-13 42 13,Bathroom Unit Modules,nan
22-13 42 25,Hospitality Unit Modules,nan
22-13 42 33,Apartment Unit Modules,nan
22-13 42 43,Dormitory Unit Modules,nan
22-13 42 46,Education Unit Modules,nan
22-13 42 63,Detention Cell Modules,nan
22-13 42 63-1,Precast-Concrete Detention Cell Modules,nan
22-13 42 63-2,Steel Detention Cell Modules,nan
22-13 42 73,Integrated Interior Modules,nan
22-13 42 73-1,Integrated Floor Assemblies,nan
22-13 42 73-2,Integrated Wall Assemblies,nan
22-13 42 73-3,Integrated Ceiling Assemblies,nan
22-13 44 00,Modular Mezzanines,nan
22-13 46 00,Lightning Protection Systems,nan
22-13 46 13,Lightning Protection for Structures,nan
22-13 46 16,Lightning Prevention and Dissipation,nan
22-13 46 19,Early Streamer Emission Lightning Protection,nan
22-13 46 23,Lightning Monitoring Equipment,nan
22-13 47 00,Facility Protection,nan
22-13 47 13,Cathodic Protection,nan
22-13 47 13-1,Cathodic Protection for Underground and Submerged Piping,nan
22-13 47 13-2,Cathodic Protection for Underground Storage Tanks,nan
22-13 47 13-3,Cathodic Protection for Concrete Reinforcing,nan
22-13 48 00,"Sound, Vibration, and Seismic Control",nan
22-13 48 13,Manufactured Sound and Vibration Control Components,nan
22-14 14 00,Hydraulic Dumbwaiters,nan
22-14 20 00,Elevators,nan
22-14 21 00,Electric Traction Elevators,nan
22-14 21 13,Electric Traction Freight Elevators,nan
22-14 21 23,Electric Traction Passenger Elevators,nan
22-14 21 23-1,Machine Room Electric Traction Passenger Elevators,nan
22-14 21 23-2,Machine Room-Less Electric Traction Passenger Elevators,nan
22-14 21 33,Electric Traction Residential Elevators,nan
22-14 21 43,Electric Traction Service Elevators,nan
22-14 24 00,Hydraulic Elevators,nan
22-14 24 13,Hydraulic Freight Elevators,nan
22-14 24 23,Hydraulic Passenger Elevators,nan
22-14 24 33,Hydraulic Residential Elevators,nan
22-14 24 43,Hydraulic Service Elevators,nan
22-14 25 00,Rack and Pinion Elevators,nan
22-14 26 00,Limited-Use/Limited-Application Elevators,nan
22-14 27 00,Custom Elevator Cabs and Doors,nan
22-14 27 13,Custom Elevator Cab Finishes,nan
22-14 27 16,Custom Elevator Doors,nan
22-14 28 00,Elevator Equipment and Controls,nan
22-14 28 16,Elevator Controls,nan
22-14 28 19,Elevator Equipment,nan
22-14 28 19-1,Elevator Safety Equipment,nan
22-14 28 19-2,Elevator Hoistway Equipment,nan
22-14 30 00,Escalators and Moving Walks,nan
22-14 31 00,Escalators,nan
22-14 32 00,Moving Walks,nan
22-14 33 00,Moving Ramps,nan
22-14 33 13,Motorized Ramps,nan
22-14 33 16,Powered Ramps,nan
22-14 40 00,Lifts,nan
22-14 41 00,People Lifts,nan
22-14 41 13,Counterbalanced People Lifts,nan
22-14 41 16,Endless-Belt People Lifts,nan
22-14 41 19,Stairway Chairlifts,nan
22-14 42 00,Wheelchair Lifts,nan
22-14 42 13,Inclined Wheelchair Lifts,nan
22-14 42 16,Vertical Wheelchair Lifts,nan
22-14 43 00,Platform Lifts,nan
22-14 43 13,Orchestra Lifts,nan
22-14 43 16,Stage Lifts,nan
22-14 44 00,Sidewalk Lifts,nan
22-14 45 00,Vehicle Lifts,nan
22-14 45 13,Vehicle Service Lifts,nan
22-14 45 23,Vehicle Parking Lifts,nan
22-14 46 00,Material Lifts,nan
22-14 70 00,Turntables,nan
22-14 71 00,Industrial Turntables,nan
22-14 71 11,Vehicle Turntables,nan
22-14 72 00,Hospitality Turntables,nan
22-14 72 25,Restaurant Turntables,nan
22-21 06 10,Schedules for Water-Based Fire-Suppression Systems,nan
22-21 06 20,Schedules for Fire-Extinguishing Systems,nan
22-21 33 16,"Diesel-Drive, Positive-Displacement Fire Pumps",nan
22-22 08 00,Commissioning of Plumbing,nan
22-23 07 16,HVAC Equipment Insulation,nan
22-23 07 19,HVAC Piping Insulation,nan
22-23 32 00,Air Plenums and Chases,nan
22-23 32 13,"Fabricated, Metal Air Plenums",nan
22-23 32 33,Air-Distribution Ceiling Plenums,nan
22-23 32 36,Air-Distribution Floor Plenums,nan
22-23 32 39,Air-Distribution Wall Plenums,nan
22-23 32 43,Air-Distribution Chases Formed by General Construction,nan
22-23 32 48,Acoustical Air Plenums,nan
22-23 33 00,Air Duct Accessories,nan
22-23 33 13,Dampers,nan
22-23 33 13-1,Volume-Control Dampers,nan
22-23 33 13-2,Fire Dampers,nan
22-23 33 13-3,Smoke-Control Dampers,nan
22-23 33 13-4,Backdraft Dampers,nan
22-23 33 19,Duct Silencers,nan
22-23 33 23,Turning Vanes,nan
22-23 33 33,Duct-Mounting Access Doors,nan
22-23 33 38,Duct Security Bars,nan
22-23 33 43,Flexible Connectors,nan
22-23 33 46,Flexible Ducts,nan
22-23 33 53,Duct Liners,nan
22-23 34 00,HVAC Fans,nan
22-23 34 13,Axial HVAC Fans,nan
22-23 34 16,Centrifugal HVAC Fans,nan
22-23 34 23,HVAC Power Ventilators,nan
22-23 34 33,Air Curtains,nan
22-23 34 39,"High-Volume, Low-Speed Propeller Fans",nan
22-23 35 00,Special Exhaust Systems,nan
22-23 35 13,Dust Collection Systems,nan
22-23 35 13-1,Sawdust Collection Systems,nan
22-23 35 16,Engine Exhaust Systems,nan
22-23 35 16-1,Positive-Pressure Engine Exhaust Systems,nan
22-23 35 16-2,Mechanical Engine Exhaust Systems,nan
22-23 35 33,Listed Kitchen Ventilation Exhaust System,nan
22-23 36 00,Air Terminal Units,nan
22-23 36 13,Constant-Air-Volume Units,nan
22-23 36 16,Variable-Air-Volume Units,nan
22-23 37 00,Air Outlets and Inlets,nan
22-23 37 13,"Diffusers, Registers, and Grilles",nan
22-23 37 13-1,Security Registers and Grilles,nan
22-23 37 16,Fabric Air Distribution Devices,nan
22-23 37 23,HVAC Gravity Ventilators,nan
22-23 37 23-1,HVAC Gravity Dome Ventilators,nan
22-23 37 23-2,HVAC Gravity Louvered-Penthouse Ventilators,nan
22-23 37 23-3,HVAC Gravity Upblast Ventilators,nan
22-23 38 00,Ventilation Hoods,nan
22-23 38 13,Commercial-Kitchen Hoods,nan
22-23 38 13-1,Listed Commercial-Kitchen Hoods,nan
22-23 38 13-2,Standard Commercial-Kitchen Hoods,nan
22-23 38 16,Fume Hoods,nan
22-23 40 00,HVAC Air Cleaning Devices,nan
22-23 54 00,Furnaces,nan
22-23 54 13,Electric-Resistance Furnaces,nan
22-23 54 16,Fuel-Fired Furnaces,nan
22-23 54 16-1,Gas-Fired Furnaces,nan
22-23 54 16-2,Oil-Fired Furnaces,nan
22-23 55 00,Fuel-Fired Heaters,nan
22-23 55 13,Fuel-Fired Duct Heaters,nan
22-23 55 13-1,Oil-Fired Duct Heaters,nan
22-23 55 13-2,Gas-Fired Duct Heaters,nan
22-23 55 23,Gas-Fired Radiant Heaters,nan
22-23 55 23-1,Low-Intensity Gas-Fired Radiant Heaters,nan
22-23 55 23-2,High-Intensity Gas-Fired Radiant Heaters,nan
22-23 55 33,Fuel-Fired Unit Heaters,nan
22-23 55 33-1,Oil-Fired Unit Heaters,nan
22-23 55 33-2,Gas-Fired Unit Heaters,nan
22-23 56 00,Solar Energy Heating Equipment,nan
22-23 56 13,Heating Solar Collectors,nan
22-23 56 13-1,Heating Solar Flat-Plate Collectors,nan
22-23 56 13-2,Heating Solar Concentrating Collectors,nan
22-23 56 13-3,Heating Solar Vacuum-Tube Collectors,nan
22-23 56 16,Packaged Solar Heating Equipment,nan
22-23 56 23,Solar Air-Heating Panels,nan
22-23 57 00,Heat Exchangers for HVAC,nan
22-23 57 13,Steam-to-Steam Heat Exchangers,nan
22-23 57 16,Steam-to-Water Heat Exchangers,nan
22-23 57 19,Liquid-to-Liquid Heat Exchangers,nan
22-23 57 19-1,"Plate-Type, Liquid-to-Liquid Heat Exchangers",nan
22-23 57 19-2,"Shell-Type, Liquid-to-Liquid Heat Exchangers",nan
22-23 57 33,Direct Geoexchange Heat Exchangers,nan
22-23 60 00,Central Cooling Equipment,nan
22-23 61 00,Refrigerant Compressors,nan
22-23 61 13,Centrifugal Refrigerant Compressors,nan
22-23 61 13-1,Non-Condensable Gas Purge Equipment,nan
22-23 61 16,Reciprocating Refrigerant Compressors,nan
22-23 61 19,Scroll Refrigerant Compressors,nan
22-23 61 23,Rotary-Screw Refrigerant Compressors,nan
22-23 62 00,Packaged Compressor and Condenser Units,nan
22-23 62 13,Packaged Air-Cooled Refrigerant Compressor and Condenser Units,nan
22-23 62 23,Packaged Water-Cooled Refrigerant Compressor and Condenser Units,nan
22-23 62 46,Packaged Variable-Refrigerant-Flow Air-Conditioning Systems,nan
22-23 63 00,Refrigerant Condensers,nan
22-23 63 13,Air-Cooled Refrigerant Condensers,nan
22-23 63 23,Water-Cooled Refrigerant Condensers,nan
22-23 63 33,Evaporative Refrigerant Condensers,nan
22-23 64 00,Packaged Water Chillers,nan
22-23 64 13,Absorption Water Chillers,nan
22-23 64 13-1,Direct-Fired Absorption Water Chillers,nan
22-23 64 13-2,Indirect-Fired Absorption Water Chillers,nan
22-23 64 16,Centrifugal Water Chillers,nan
22-23 64 16-1,Air-Cooled Centrifugal Water Chillers,nan
22-23 64 16-2,Water-Cooled Centrifugal Water Chillers,nan
22-23 64 19,Reciprocating Water Chillers,nan
22-23 64 23,Scroll Water Chillers,nan
22-23 64 23-1,Air-Cooled Scroll Water Chillers,nan
22-23 64 23-2,Water-Cooled Scroll Water Chillers,nan
22-23 64 26,Rotary-Screw Water Chillers,nan
22-23 64 26-1,"Air-Cooled, Rotary-Screw Water Chillers",nan
22-23 64 26-2,"Water-Cooled, Rotary-Screw Water Chillers",nan
22-23 64 33,Modular Water Chillers,nan
22-23 64 33-1,"Air-Cooled, Modular Water Chillers",nan
22-23 64 33-2,"Water-Cooled, Modular Water Chillers",nan
22-23 65 00,Cooling Towers,nan
22-23 65 13,Forced-Draft Cooling Towers,nan
22-23 65 13-1,"Open-Circuit, Forced-Draft Cooling Towers",nan
22-23 65 13-2,"Closed-Circuit, Forced-Draft Cooling Towers",nan
22-23 65 14,Induced-Draft Cooling Towers,nan
22-23 65 14-1,"Open-Circuit, Induced-Draft Counterflow Cooling Towers",nan
22-23 65 14-2,"Open-Circuit, Induced-Draft Crossflow Cooling Towers",nan
22-23 65 14-3,"Closed-Circuit, Induced-Draft Counterflow Cooling Towers",nan
22-23 65 14-4,"Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers",nan
22-23 65 16,Natural-Draft Cooling Towers,nan
22-23 65 23,Field-Erected Cooling Towers,nan
22-23 65 33,Liquid Coolers,nan
22-23 70 00,Central HVAC Equipment,nan
22-23 71 00,Thermal Storage,nan
22-23 71 13,Thermal Heat Storage,nan
22-23 71 13-1,Room Storage Heaters for Thermal Storage,nan
22-23 71 13-2,Heat-Pump Boosters for Thermal Storage,nan
22-23 71 13-3,Central Furnace Heat-Storage Units,nan
22-23 71 13-4,Pressurized-Water Thermal Storage Tanks,nan
22-23 71 16,Chilled-Water Thermal Storage,nan
22-23 71 19,Ice Storage,nan
22-23 71 19-1,Internal Ice-on-Coil Thermal Storage,nan
22-23 71 19-2,External Ice-on-Coil Thermal Storage,nan
22-23 71 19-3,Encapsulated-Ice Thermal Storage,nan
22-23 71 19-4,Ice-Harvesting Thermal Storage,nan
22-23 71 19-5,Ice-Slurry Thermal Storage,nan
22-23 72 00,Air-to-Air Energy Recovery Equipment,nan
22-23 72 13,Heat-Wheel Air-to-Air Energy-Recovery Equipment,nan
22-23 72 16,Heat-Pipe Air-to-Air Energy-Recovery Equipment,nan
22-23 72 19,Fixed-Plate Air-to-Air Energy-Recovery Equipment,nan
22-23 72 23,Packaged Air-to-Air Energy-Recovery Units,nan
22-23 73 00,Indoor Central-Station Air-Handling Units,nan
22-23 73 13,Modular Indoor Central-Station Air-Handling Units,nan
22-23 73 23,Custom Indoor Central-Station Air-Handling Units,nan
22-23 73 33,Indoor Indirect Fuel-Fired Heating and Ventilating Units,nan
22-23 73 33-1,Indoor Indirect Oil-Fired Heating and Ventilating Units,nan
22-23 73 33-2,Indoor Indirect Gas-Fired Heating and Ventilating Units,nan
22-23 73 39,"Indoor, Direct Gas-Fired Heating and Ventilating Units",nan
22-23 74 00,Packaged Outdoor HVAC Equipment,nan
22-23 82 19,Fan Coil Units,nan
22-23 82 23,Unit Ventilators,nan
22-23 82 26,Induction Units,nan
22-23 82 29,Radiators,nan
22-23 82 33,Convectors,nan
22-23 82 36,Finned-Tube Radiation Heaters,nan
22-23 82 39,Unit Heaters,nan
22-23 82 39-1,Cabinet Unit Heaters,nan
22-23 82 39-2,Propeller Unit Heaters,nan
22-23 82 39-3,Wall and Ceiling Unit Heaters,nan
22-23 82 41,Water-to-Water Heat Pumps,nan
22-23 83 00,Radiant Heating and Cooling Units,nan
22-23 83 13,Radiant-Heating Electric Cables,nan
22-23 83 13-1,Radiant-Heating Electric Mats,nan
22-23 83 16,Radiant Heating and Cooling Hydronic Piping,nan
22-23 83 23,Radiant-Heating Electric Panels,nan
22-23 83 26,Radiant Heating and Cooling Hydronic Panels,nan
22-23 83 33,Electric Radiant Heaters,nan
22-23 84 00,Humidity Control Equipment,nan
22-23 84 13,Humidifiers,nan
22-23 84 13-1,Heated-Pan Humidifiers,nan
22-23 84 13-2,Wetted-Element Humidifiers,nan
22-23 84 13-3,Atomizing Humidifiers,nan
22-23 84 13-4,Direct-Steam-Injection Humidifiers,nan
22-23 84 13-5,"Jacketed, Steam Humidifiers",nan
22-23 84 13-6,Self-Contained Steam Humidifiers,nan
22-23 84 13-7,Portable Humidifiers,nan
22-23 84 16,Mechanical Dehumidification Units,nan
22-23 84 16-1,"Outdoor, Mechanical Dehumidification Units",nan
22-23 84 16-2,"Indoor, Mechanical Dehumidification Units",nan
22-23 84 16-3,Portable Dehumidifiers,nan
22-23 84 19,Desiccant Dehumidification Units,nan
22-25 00 00,Integrated Automation,nan
22-25 01 00,Operation and Maintenance of Integrated Automation,nan
22-25 01 10,Operation and Maintenance of Integrated Automation Network Equipment,nan
22-25 01 20,Operation and Maintenance of Integrated Equipment,nan
22-25 01 30,Operation and Maintenance of Integrated Automation Instrumentation and Terminal Devices,nan
22-25 01 90,Diagnostic Systems for Integrated Automation,nan
22-25 05 00,Common Work Results for Integrated Automation,nan
22-25 05 05,Selective Demolition for Integrated Automation,nan
22-25 05 12,Cyber Security Requirements for Integrated Automation,nan
22-25 05 13,Conductors and Cables for Integrated Automation,nan
22-25 05 26,Grounding and Bonding for Integrated Automation,nan
22-25 05 28,Pathways for Integrated Automation,nan
22-25 05 28-1,Hangers and Supports for Integrated Automation,nan
22-25 05 28-2,Conduits and Backboxes for Integrated Automation,nan
22-25 05 28-3,Cable Trays for Integrated Automation,nan
22-25 05 28-4,Surface Raceways for Integrated Automation,nan
22-25 05 48,Vibration and Seismic Controls for Integrated Automation,nan
22-25 05 53,Identification for Integrated Automation,nan
22-26 05 46,Poles for Electrical Systems,nan
22-26 05 48,Vibration and Seismic Controls for Electrical Systems,nan
22-26 05 48-1,Seismic Controls for Electrical Systems,nan
22-26 27 19,Multi-Outlet Assemblies,nan
22-26 27 23,Indoor Service Poles,nan
22-26 27 26,Wiring Devices,nan
22-26 27 33,Power Distribution Units,nan
22-26 27 73,Door Chimes,nan
22-26 28 00,Low-Voltage Circuit Protective Devices,nan
22-26 28 13,Fuses,nan
22-26 28 16,Enclosed Switches and Circuit Breakers,nan
22-26 28 16-1,Enclosed Circuit Breakers,nan
22-26 28 16-2,Enclosed Switches,nan
22-26 29 00,Low-Voltage Controllers,nan
22-26 29 13,Enclosed Controllers,nan
22-26 29 13-1,Across-the-Line Motor Controllers,nan
22-26 29 13-2,Reduced-Voltage Motor Controllers,nan
22-26 29 23,Variable-Frequency Motor Controllers,nan
22-26 29 33,Controllers for Fire Pump Drivers,nan
22-26 29 33-1,Full-Service Controllers for Fire Pump Electric-Motor Drivers,nan
22-26 29 33-2,Limited-Service Controllers for Fire Pump Electric-Motor Drivers,nan
22-26 29 33-3,Controllers for Fire Pump Diesel Engine Drivers,nan
22-26 30 00,Facility Electrical Power Generating and Storing Equipment,nan
22-26 31 00,Photovoltaic Collectors,nan
