OmniClass_Code,OmniClass_Title,Description
22-12 52 23,Office Seating,Chairs and other seating specifically designed for office and administrative settings.
22-12 52 70,Healthcare Seating,Seating furniture designed for use in healthcare settings.
22-12 52 83,Custom Seating,"Custom-designed seating furniture for residential, commercial, and institutional settings."
22-12 53 00,Retail Furniture,Furniture used in retail and commercial settings.
22-12 53 83,Custom Retail Furniture,Custom-designed furniture for retail and commercial settings.
22-12 54 00,Hospitality Furniture,"Furniture designed for use in hotels, motels, restaurants, and other hospitality settings."
22-12 54 13,Hotel and Motel Furniture,"Furniture specifically designed for use in hotels and motels, such as beds, dressers, and nightstands."
22-12 54 16,Restaurant Furniture,"Furniture designed for use in restaurants, such as tables, chairs, and booths."
22-12 54 83,Custom Hospitality Furniture,"Custom-made furniture for hospitality settings like hotels, motels, and restaurants."
22-12 55 00,Detention Furniture,"Furniture designed for use in detention facilities, such as beds, desks, and chairs."
22-12 60 00,Multiple Seating,"Seating designed to accommodate multiple people, such as benches and pews."
22-13 01 50,Operation and Maintenance of Special Instrumentation,Maintenance and operation of specialized instrumentation used to monitor and measure various conditions.
22-13 01 51,Operation and Maintenance of Stress Instrumentation,Maintenance and operation of instrumentation used to measure stress and strain in structures.
22-13 34 13-3,Swimming Pool Enclosures,Enclosures designed to protect swimming pools from the elements.
22-13 34 13-4,Sunrooms,Enclosed structures that provide additional living space and access to the outdoors.
22-13 34 13-5,Conservatories,"Enclosed structures that provide additional living space and access to the outdoors, similar to a sunroom."
22-13 34 16,Grandstands and Bleachers,"Elevated seating structures used for spectator events, such as sports games and concerts."
22-13 34 16-1,Grandstands,"Elevated seating structures used for spectator events, such as sports games and concerts."
22-13 34 16-2,Bleachers,"Elevated seating structures used for spectator events, such as sports games and concerts."
22-13 34 18,Post Frame Building Systems,Building systems constructed using post-frame construction techniques.
22-13 34 19,Metal Building Systems,Building systems constructed using pre-engineered metal components.
22-13 34 23,Fabricated Structures,"Prefabricated structures designed for a variety of uses, such as portable buildings and control booths."
22-13 34 23-1,Portable and Mobile Buildings,Prefabricated portable or mobile buildings.
22-13 34 23-2,Fabricated Classroom Buildings,Prefabricated classroom buildings.
22-13 34 23-3,Fabricated Control Booths,Prefabricated control booths or enclosures.
22-13 34 23-4,Fabricated Dome Structures,Prefabricated dome-shaped structures.
22-13 34 23-5,Fabricated Substation Control Rooms,Prefabricated control rooms for electrical substations.
22-13 34 23-6,Fabricated Cold Storage Buildings,Prefabricated cold storage buildings.
22-13 34 56,Observatories,Structures designed for astronomical observation and research.
22-13 35 00,Rammed Earth Construction,Construction techniques that use compacted soil to create walls and other structural elements.
22-13 35 13,Rammed Earth Walls,Walls constructed using rammed earth techniques.
22-13 35 13-1,Traditional Rammed Earth Walls,Traditional rammed earth walls without additional stabilization.
22-13 35 13-2,Stabilized Insulated Rammed Earth Walls,Rammed earth walls with added stabilizers and insulation.
22-13 36 00,Towers,Freestanding structures designed to support equipment or provide observation platforms.
22-13 36 13,Metal Towers,"Towers constructed using metal, typically steel."
22-13 36 13-1,Steel Towers,Towers constructed using steel.
22-13 36 23,Wood Towers,Towers constructed using wood.
22-13 40 00,Integrated Construction,Construction techniques that integrate multiple building components and systems.
22-13 42 00,Building Modules and Components,"Prefabricated building modules and components, such as bathrooms, hotel rooms, and dormitories."
22-13 42 13,Bathroom Unit Modules,Prefabricated bathroom units designed for installation in buildings.
22-13 42 25,Hospitality Unit Modules,Prefabricated hotel or motel room units.
22-13 42 33,Apartment Unit Modules,Prefabricated apartment units.
22-13 42 43,Dormitory Unit Modules,Prefabricated dormitory units.
22-13 42 46,Education Unit Modules,Prefabricated units for educational facilities.
22-13 42 63,Detention Cell Modules,Prefabricated detention cells or housing units.
22-13 42 63-1,Precast-Concrete Detention Cell Modules,Precast concrete detention cell modules.
22-13 42 63-2,Steel Detention Cell Modules,Steel detention cell modules.
22-13 42 73,Integrated Interior Modules,"Prefabricated interior building components, such as floor, wall, and ceiling assemblies."
22-13 42 73-1,Integrated Floor Assemblies,Prefabricated floor assemblies designed for integrated installation.
22-13 42 73-2,Integrated Wall Assemblies,Prefabricated wall assemblies designed for integrated installation.
22-13 42 73-3,Integrated Ceiling Assemblies,Prefabricated ceiling assemblies designed for integrated installation.
22-13 44 00,Modular Mezzanines,Prefabricated mezzanine structures designed for installation in buildings.
22-13 46 00,Lightning Protection Systems,Systems designed to protect buildings and structures from lightning strikes.
22-13 46 13,Lightning Protection for Structures,Lightning protection systems installed on buildings and structures.
22-13 46 16,Lightning Prevention and Dissipation,Systems designed to prevent or dissipate lightning strikes.
22-13 46 19,Early Streamer Emission Lightning Protection,A lightning protection system that uses early streamer emission technology to provide faster and more effective lightning strike protection.
22-13 46 23,Lightning Monitoring Equipment,Equipment used to monitor and detect lightning activity in a facility's vicinity to help prevent damage from lightning strikes.
22-13 47 00,Facility Protection,"Systems and equipment used to protect a facility and its occupants from various hazards, including fire, security threats, and natural disasters."
22-13 47 13,Cathodic Protection,"A system that uses electrical current to prevent corrosion of metal structures, such as underground pipes and tanks, by creating a protective coating."
22-13 47 13-1,Cathodic Protection for Underground and Submerged Piping,Cathodic protection system specifically designed for underground and submerged metal piping to prevent corrosion.
22-13 47 13-2,Cathodic Protection for Underground Storage Tanks,Cathodic protection system designed for underground storage tanks to prevent corrosion and leaks.
22-13 47 13-3,Cathodic Protection for Concrete Reinforcing,Cathodic protection system used to protect concrete reinforcing steel from corrosion.
22-13 48 00,"Sound, Vibration, and Seismic Control","Systems and equipment used to control and mitigate the effects of sound, vibration, and seismic activity in a facility."
22-13 48 13,Manufactured Sound and Vibration Control Components,"Manufactured components, such as vibration isolators and sound-absorbing materials, used to control sound and vibration in a facility."
22-14 14 00,Hydraulic Dumbwaiters,A type of dumbwaiter that uses hydraulic power to move loads vertically within a building.
22-14 20 00,Elevators,Vertical transportation systems used to move people and goods between floors of a building.
22-14 21 00,Electric Traction Elevators,Elevators that use an electric traction system to move the cab vertically.
22-14 21 13,Electric Traction Freight Elevators,Electric traction elevators designed specifically for transporting freight and cargo.
22-14 21 23,Electric Traction Passenger Elevators,Electric traction elevators designed for transporting passengers.
22-14 21 23-1,Machine Room Electric Traction Passenger Elevators,Electric traction passenger elevators with a machine room located above the hoistway.
22-14 21 23-2,Machine Room-Less Electric Traction Passenger Elevators,"Electric traction passenger elevators without a separate machine room, with the drive system integrated into the hoistway."
22-14 21 33,Electric Traction Residential Elevators,Electric traction elevators designed for use in residential buildings.
22-14 21 43,Electric Traction Service Elevators,Electric traction elevators designed for transporting service personnel and materials.
22-14 24 00,Hydraulic Elevators,Elevators that use a hydraulic system to move the cab vertically.
22-14 24 13,Hydraulic Freight Elevators,Hydraulic elevators designed specifically for transporting freight and cargo.
22-14 24 23,Hydraulic Passenger Elevators,Hydraulic elevators designed for transporting passengers.
22-14 24 33,Hydraulic Residential Elevators,Hydraulic elevators designed for use in residential buildings.
22-14 24 43,Hydraulic Service Elevators,Hydraulic elevators designed for transporting service personnel and materials.
22-14 25 00,Rack and Pinion Elevators,Elevators that use a rack and pinion system to move the cab vertically.
22-14 26 00,Limited-Use/Limited-Application Elevators,"Elevators with limited capacity and travel distance, often used in small buildings or as accessibility solutions."
22-14 27 00,Custom Elevator Cabs and Doors,Custom-designed elevator cabs and doors to meet specific aesthetic or functional requirements.
22-14 27 13,Custom Elevator Cab Finishes,Custom finishes and materials used to create unique elevator cab interiors.
22-14 27 16,Custom Elevator Doors,Custom-designed elevator doors to meet specific aesthetic or functional requirements.
22-14 28 00,Elevator Equipment and Controls,"Equipment and controls used to operate and maintain elevators, including safety systems."
22-14 28 16,Elevator Controls,The control systems that manage the operation and movement of elevators.
22-14 28 19,Elevator Equipment,Various equipment and components used in the construction and operation of elevators.
22-14 28 19-1,Elevator Safety Equipment,Safety-related equipment and systems used in elevators to protect passengers and personnel.
22-14 28 19-2,Elevator Hoistway Equipment,"Equipment installed in the elevator hoistway, such as guide rails and counterweights."
22-14 30 00,Escalators and Moving Walks,Mechanical systems that move people or goods horizontally between floors or levels.
22-14 31 00,Escalators,Escalators that move people vertically between floors or levels.
22-14 32 00,Moving Walks,Moving walkways that transport people horizontally between locations.
22-14 33 00,Moving Ramps,Powered ramps that move people or goods vertically between different levels.
22-14 33 13,Motorized Ramps,Motorized ramps that use a powered mechanism to move people or goods vertically.
22-14 33 16,Powered Ramps,Powered ramps that use a mechanical system to move people or goods vertically.
22-14 40 00,Lifts,Devices used to lift and transport people or goods vertically within a building.
22-14 41 00,People Lifts,"Lifts designed to transport people, often used for accessibility purposes."
22-14 41 13,Counterbalanced People Lifts,Counterbalanced lifts that use a counterweight system to move people vertically.
22-14 41 16,Endless-Belt People Lifts,Lifts that use an endless belt or chain to move people vertically.
22-14 41 19,Stairway Chairlifts,Lifts installed on stairways to transport people with mobility challenges.
22-14 42 00,Wheelchair Lifts,Lifts designed specifically for transporting wheelchair users.
22-14 42 13,Inclined Wheelchair Lifts,Inclined lifts that move wheelchairs and users up and down stairs or inclines.
22-14 42 16,Vertical Wheelchair Lifts,Vertical lifts that move wheelchairs and users between different floor levels.
22-14 43 00,Platform Lifts,"Lifts used to move platforms, such as stages or orchestra pits, vertically."
22-14 43 13,Orchestra Lifts,Lifts used to move stages or platforms vertically within a performance space.
22-14 43 16,Stage Lifts,Lifts used to move stages or platforms vertically within a performance space.
22-14 44 00,Sidewalk Lifts,Lifts used to raise and lower pedestrians on sidewalks.
22-14 45 00,Vehicle Lifts,Lifts used to raise and lower vehicles for service or parking.
22-14 45 13,Vehicle Service Lifts,Lifts used to raise vehicles for service and maintenance.
22-14 45 23,Vehicle Parking Lifts,Lifts used to raise and lower vehicles for parking purposes.
22-14 46 00,Material Lifts,Lifts used to raise and lower materials and equipment.
22-14 70 00,Turntables,Rotating platforms used to turn vehicles or other objects.
22-14 71 00,Industrial Turntables,Rotating platforms used for industrial applications.
22-14 71 11,Vehicle Turntables,Rotating platforms used to turn vehicles.
22-14 72 00,Hospitality Turntables,Rotating platforms used in hospitality settings.
22-14 72 25,Restaurant Turntables,Rotating platforms used in restaurants.
22-21 06 10,Schedules for Water-Based Fire-Suppression Systems,Schedules for the design and installation of water-based fire suppression systems.
22-21 06 20,Schedules for Fire-Extinguishing Systems,Schedules for the design and installation of fire extinguishing systems.
22-21 33 16,"Diesel-Drive, Positive-Displacement Fire Pumps","Diesel-powered, positive-displacement fire pumps."
22-22 08 00,Commissioning of Plumbing,The process of commissioning and testing plumbing systems.
22-23 07 16,HVAC Equipment Insulation,Insulation for HVAC equipment to prevent heat loss or gain.
22-23 07 19,HVAC Piping Insulation,Insulation for HVAC piping to prevent heat loss or gain.
22-23 32 00,Air Plenums and Chases,Enclosed spaces used to distribute air in HVAC systems.
22-23 32 13,"Fabricated, Metal Air Plenums",Metal air plenums fabricated for HVAC systems.
22-23 32 33,Air-Distribution Ceiling Plenums,Ceiling plenums used to distribute air in HVAC systems.
22-23 32 36,Air-Distribution Floor Plenums,Floor plenums used to distribute air in HVAC systems.
22-23 32 39,Air-Distribution Wall Plenums,Wall plenums used to distribute air in HVAC systems.
22-23 32 43,Air-Distribution Chases Formed by General Construction,Chases formed by general construction to distribute air in HVAC systems.
22-23 32 48,Acoustical Air Plenums,Acoustically-treated air plenums used in HVAC systems.
22-23 33 00,Air Duct Accessories,Accessories used in air duct systems.
22-23 33 13,Dampers,Devices used to control the flow of air in duct systems.
22-23 33 13-1,Volume-Control Dampers,Dampers used to control the volume of air flow.
22-23 33 13-2,Fire Dampers,Dampers used to prevent the spread of fire in duct systems.
22-23 33 13-3,Smoke-Control Dampers,Dampers used to control the flow of smoke in duct systems.
22-23 33 13-4,Backdraft Dampers,Dampers used to prevent the backflow of air in duct systems.
22-23 33 19,Duct Silencers,Devices used to reduce noise in duct systems.
22-23 33 23,Turning Vanes,Devices used to guide the flow of air in duct systems.
22-23 33 33,Duct-Mounting Access Doors,Doors used to access duct systems for maintenance and inspection.
22-23 33 38,Duct Security Bars,Bars used to secure duct systems against unauthorized access.
22-23 33 43,Flexible Connectors,Flexible connectors used to join duct sections.
22-23 33 46,Flexible Ducts,Flexible duct used to distribute air in HVAC systems.
22-23 33 53,Duct Liners,Liners used to insulate the interior of duct systems.
22-23 34 00,HVAC Fans,Fans used to move air in HVAC systems.
22-23 34 13,Axial HVAC Fans,Axial fans used to move air in HVAC systems.
22-23 34 16,Centrifugal HVAC Fans,Centrifugal fans used to move air in HVAC systems.
22-23 34 23,HVAC Power Ventilators,Fans used to provide ventilation in HVAC systems.
22-23 34 33,Air Curtains,Devices used to create air curtains for environmental separation.
22-23 34 39,"High-Volume, Low-Speed Propeller Fans","Large, low-speed propeller fans used for air circulation."
22-23 35 00,Special Exhaust Systems,Specialized exhaust systems for specific applications.
22-23 35 13,Dust Collection Systems,Systems used to collect and remove dust and particulates.
22-23 35 13-1,Sawdust Collection Systems,Systems used to collect and remove sawdust from woodworking equipment.
22-23 35 16,Engine Exhaust Systems,Systems used to exhaust engine emissions.
22-23 35 16-1,Positive-Pressure Engine Exhaust Systems,Positive-pressure systems used to exhaust engine emissions.
22-23 35 16-2,Mechanical Engine Exhaust Systems,Mechanical systems used to exhaust engine emissions.
22-23 35 33,Listed Kitchen Ventilation Exhaust System,Exhaust systems designed for commercial kitchen ventilation.
22-23 36 00,Air Terminal Units,nan
22-23 36 13,Constant-Air-Volume Units,nan
22-23 36 16,Variable-Air-Volume Units,nan
22-23 37 00,Air Outlets and Inlets,nan
22-23 37 13,"Diffusers, Registers, and Grilles",nan
22-23 37 13-1,Security Registers and Grilles,nan
22-23 37 16,Fabric Air Distribution Devices,nan
22-23 37 23,HVAC Gravity Ventilators,nan
22-23 37 23-1,HVAC Gravity Dome Ventilators,nan
22-23 37 23-2,HVAC Gravity Louvered-Penthouse Ventilators,nan
22-23 37 23-3,HVAC Gravity Upblast Ventilators,nan
22-23 38 00,Ventilation Hoods,nan
22-23 38 13,Commercial-Kitchen Hoods,nan
22-23 38 13-1,Listed Commercial-Kitchen Hoods,nan
22-23 38 13-2,Standard Commercial-Kitchen Hoods,nan
22-23 38 16,Fume Hoods,nan
22-23 40 00,HVAC Air Cleaning Devices,nan
22-23 54 00,Furnaces,nan
22-23 54 13,Electric-Resistance Furnaces,nan
22-23 54 16,Fuel-Fired Furnaces,nan
22-23 54 16-1,Gas-Fired Furnaces,nan
22-23 54 16-2,Oil-Fired Furnaces,nan
22-23 55 00,Fuel-Fired Heaters,nan
22-23 55 13,Fuel-Fired Duct Heaters,nan
22-23 55 13-1,Oil-Fired Duct Heaters,nan
22-23 55 13-2,Gas-Fired Duct Heaters,nan
22-23 55 23,Gas-Fired Radiant Heaters,nan
22-23 55 23-1,Low-Intensity Gas-Fired Radiant Heaters,nan
22-23 55 23-2,High-Intensity Gas-Fired Radiant Heaters,nan
22-23 55 33,Fuel-Fired Unit Heaters,nan
22-23 55 33-1,Oil-Fired Unit Heaters,nan
22-23 55 33-2,Gas-Fired Unit Heaters,nan
22-23 56 00,Solar Energy Heating Equipment,nan
22-23 56 13,Heating Solar Collectors,nan
22-23 56 13-1,Heating Solar Flat-Plate Collectors,nan
22-23 56 13-2,Heating Solar Concentrating Collectors,nan
22-23 56 13-3,Heating Solar Vacuum-Tube Collectors,nan
22-23 56 16,Packaged Solar Heating Equipment,nan
22-23 56 23,Solar Air-Heating Panels,nan
22-23 57 00,Heat Exchangers for HVAC,nan
22-23 57 13,Steam-to-Steam Heat Exchangers,nan
22-23 57 16,Steam-to-Water Heat Exchangers,nan
22-23 57 19,Liquid-to-Liquid Heat Exchangers,nan
22-23 57 19-1,"Plate-Type, Liquid-to-Liquid Heat Exchangers",nan
22-23 57 19-2,"Shell-Type, Liquid-to-Liquid Heat Exchangers",nan
22-23 57 33,Direct Geoexchange Heat Exchangers,nan
22-23 60 00,Central Cooling Equipment,nan
22-23 61 00,Refrigerant Compressors,nan
22-23 61 13,Centrifugal Refrigerant Compressors,nan
22-23 61 13-1,Non-Condensable Gas Purge Equipment,nan
22-23 61 16,Reciprocating Refrigerant Compressors,nan
22-23 61 19,Scroll Refrigerant Compressors,Scroll compressors that use refrigerant to cool and compress air or other gases.
22-23 61 23,Rotary-Screw Refrigerant Compressors,Rotary-screw compressors that use refrigerant to cool and compress air or other gases.
22-23 62 00,Packaged Compressor and Condenser Units,Packaged units that combine a compressor and condenser for refrigeration or air conditioning.
22-23 62 13,Packaged Air-Cooled Refrigerant Compressor and Condenser Units,Packaged units with an air-cooled compressor and condenser for refrigeration or air conditioning.
22-23 62 23,Packaged Water-Cooled Refrigerant Compressor and Condenser Units,Packaged units with a water-cooled compressor and condenser for refrigeration or air conditioning.
22-23 62 46,Packaged Variable-Refrigerant-Flow Air-Conditioning Systems,Packaged variable-refrigerant-flow air conditioning systems.
22-23 63 00,Refrigerant Condensers,Devices that condense refrigerant vapor into liquid form.
22-23 63 13,Air-Cooled Refrigerant Condensers,Condensers that use air to cool and condense refrigerant vapor.
22-23 63 23,Water-Cooled Refrigerant Condensers,Condensers that use water to cool and condense refrigerant vapor.
22-23 63 33,Evaporative Refrigerant Condensers,Condensers that use evaporative cooling to condense refrigerant vapor.
22-23 64 00,Packaged Water Chillers,Packaged units that produce chilled water for cooling.
22-23 64 13,Absorption Water Chillers,Chillers that use an absorption process to produce chilled water.
22-23 64 13-1,Direct-Fired Absorption Water Chillers,Absorption chillers that are directly fired by a fuel source.
22-23 64 13-2,Indirect-Fired Absorption Water Chillers,Absorption chillers that are indirectly fired by a heat source.
22-23 64 16,Centrifugal Water Chillers,Chillers that use a centrifugal compressor to produce chilled water.
22-23 64 16-1,Air-Cooled Centrifugal Water Chillers,Centrifugal chillers that are air-cooled.
22-23 64 16-2,Water-Cooled Centrifugal Water Chillers,Centrifugal chillers that are water-cooled.
22-23 64 19,Reciprocating Water Chillers,Chillers that use a reciprocating compressor to produce chilled water.
22-23 64 23,Scroll Water Chillers,Chillers that use a scroll compressor to produce chilled water.
22-23 64 23-1,Air-Cooled Scroll Water Chillers,Scroll chillers that are air-cooled.
22-23 64 23-2,Water-Cooled Scroll Water Chillers,Scroll chillers that are water-cooled.
22-23 64 26,Rotary-Screw Water Chillers,Chillers that use a rotary-screw compressor to produce chilled water.
22-23 64 26-1,"Air-Cooled, Rotary-Screw Water Chillers",Rotary-screw chillers that are air-cooled.
22-23 64 26-2,"Water-Cooled, Rotary-Screw Water Chillers",Rotary-screw chillers that are water-cooled.
22-23 64 33,Modular Water Chillers,Modular chillers that can be combined to produce chilled water.
22-23 64 33-1,"Air-Cooled, Modular Water Chillers",Modular chillers that are air-cooled.
22-23 64 33-2,"Water-Cooled, Modular Water Chillers",Modular chillers that are water-cooled.
22-23 65 00,Cooling Towers,Devices that cool water by evaporative cooling.
22-23 65 13,Forced-Draft Cooling Towers,Cooling towers that use a forced draft of air to cool water.
22-23 65 13-1,"Open-Circuit, Forced-Draft Cooling Towers",Open-circuit cooling towers that use a forced draft of air.
22-23 65 13-2,"Closed-Circuit, Forced-Draft Cooling Towers",Closed-circuit cooling towers that use a forced draft of air.
22-23 65 14,Induced-Draft Cooling Towers,Cooling towers that use an induced draft of air to cool water.
22-23 65 14-1,"Open-Circuit, Induced-Draft Counterflow Cooling Towers",Counterflow cooling towers that use an induced draft of air.
22-23 65 14-2,"Open-Circuit, Induced-Draft Crossflow Cooling Towers",Crossflow cooling towers that use an induced draft of air.
22-23 65 14-3,"Closed-Circuit, Induced-Draft Counterflow Cooling Towers",Counterflow cooling towers with a closed circuit that use an induced draft of air.
22-23 65 14-4,"Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers",Combined-flow cooling towers with a closed circuit that use an induced draft of air.
22-23 65 16,Natural-Draft Cooling Towers,Cooling towers that use natural draft to cool water.
22-23 65 23,Field-Erected Cooling Towers,"Large, field-erected cooling towers."
22-23 65 33,Liquid Coolers,Devices that cool liquids other than water.
22-23 70 00,Central HVAC Equipment,"Central equipment used for heating, ventilation, and air conditioning."
22-23 71 00,Thermal Storage,Systems that store thermal energy for later use.
22-23 71 13,Thermal Heat Storage,Systems that store thermal energy in the form of heat.
22-23 71 13-1,Room Storage Heaters for Thermal Storage,Room heaters that store thermal energy for later use.
22-23 71 13-2,Heat-Pump Boosters for Thermal Storage,Heat pumps that boost thermal storage systems.
22-23 71 13-3,Central Furnace Heat-Storage Units,Central furnaces with integrated thermal storage.
22-23 71 13-4,Pressurized-Water Thermal Storage Tanks,Pressurized tanks that store thermal energy in the form of hot water.
22-23 71 16,Chilled-Water Thermal Storage,Systems that store thermal energy in the form of chilled water.
22-23 71 19,Ice Storage,Systems that store thermal energy in the form of ice.
22-23 71 19-1,Internal Ice-on-Coil Thermal Storage,Ice storage systems with the ice formed on the inside of the coils.
22-23 71 19-2,External Ice-on-Coil Thermal Storage,Ice storage systems with the ice formed on the outside of the coils.
22-23 71 19-3,Encapsulated-Ice Thermal Storage,A type of thermal storage system that uses encapsulated ice to store thermal energy.
22-23 71 19-4,Ice-Harvesting Thermal Storage,A type of thermal storage system that uses ice harvesting to store thermal energy.
22-23 71 19-5,Ice-Slurry Thermal Storage,A type of thermal storage system that uses ice slurry to store thermal energy.
22-23 72 00,Air-to-Air Energy Recovery Equipment,Equipment that recovers energy from air streams to improve HVAC system efficiency.
22-23 72 13,Heat-Wheel Air-to-Air Energy-Recovery Equipment,A type of air-to-air energy recovery equipment that uses a heat wheel to transfer heat.
22-23 72 16,Heat-Pipe Air-to-Air Energy-Recovery Equipment,A type of air-to-air energy recovery equipment that uses heat pipes to transfer heat.
22-23 72 19,Fixed-Plate Air-to-Air Energy-Recovery Equipment,A type of air-to-air energy recovery equipment that uses fixed plates to transfer heat.
22-23 72 23,Packaged Air-to-Air Energy-Recovery Units,Packaged units that recover energy from air streams to improve HVAC system efficiency.
22-23 73 00,Indoor Central-Station Air-Handling Units,Central-station air-handling units installed indoors to condition air for a building.
22-23 73 13,Modular Indoor Central-Station Air-Handling Units,Modular central-station air-handling units installed indoors to condition air.
22-23 73 23,Custom Indoor Central-Station Air-Handling Units,Custom-designed central-station air-handling units installed indoors to condition air.
22-23 73 33,Indoor Indirect Fuel-Fired Heating and Ventilating Units,Indirect fuel-fired heating and ventilating units installed indoors.
22-23 73 33-1,Indoor Indirect Oil-Fired Heating and Ventilating Units,Indirect oil-fired heating and ventilating units installed indoors.
22-23 73 33-2,Indoor Indirect Gas-Fired Heating and Ventilating Units,Indirect gas-fired heating and ventilating units installed indoors.
22-23 73 39,"Indoor, Direct Gas-Fired Heating and Ventilating Units",Direct gas-fired heating and ventilating units installed indoors.
22-23 74 00,Packaged Outdoor HVAC Equipment,Packaged HVAC equipment installed outdoors to condition air for a building.
22-23 82 19,Fan Coil Units,Terminal units that use a fan and coil to condition air in a space.
22-23 82 23,Unit Ventilators,Terminal units that use a fan and outdoor air to condition a space.
22-23 82 26,Induction Units,Terminal units that use induction to condition air in a space.
22-23 82 29,Radiators,Heating devices that use hot water or steam to warm a space.
22-23 82 33,Convectors,Heating devices that use hot water or steam to warm a space.
22-23 82 36,Finned-Tube Radiation Heaters,Heating devices that use hot water or steam to warm a space.
22-23 82 39,Unit Heaters,Heating devices that use a fan to circulate warm air in a space.
22-23 82 39-1,Cabinet Unit Heaters,Cabinet-style unit heaters that use a fan to circulate warm air.
22-23 82 39-2,Propeller Unit Heaters,Propeller-style unit heaters that use a fan to circulate warm air.
22-23 82 39-3,Wall and Ceiling Unit Heaters,Wall- or ceiling-mounted unit heaters that use a fan to circulate warm air.
22-23 82 41,Water-to-Water Heat Pumps,Heat pumps that transfer heat between two water loops.
22-23 83 00,Radiant Heating and Cooling Units,Heating and cooling systems that use radiant panels or pipes.
22-23 83 13,Radiant-Heating Electric Cables,"Electric cables installed in floors, walls, or ceilings to provide radiant heat."
22-23 83 13-1,Radiant-Heating Electric Mats,"Electric mats installed in floors, walls, or ceilings to provide radiant heat."
22-23 83 16,Radiant Heating and Cooling Hydronic Piping,Hydronic piping systems that provide radiant heating and cooling.
22-23 83 23,Radiant-Heating Electric Panels,"Electric panels installed in floors, walls, or ceilings to provide radiant heat."
22-23 83 26,Radiant Heating and Cooling Hydronic Panels,"Hydronic panels installed in floors, walls, or ceilings to provide radiant heating and cooling."
22-23 83 33,Electric Radiant Heaters,Electric heaters that provide radiant heat in a space.
22-23 84 00,Humidity Control Equipment,Equipment that controls the humidity levels in a building.
22-23 84 13,Humidifiers,Devices that add moisture to the air to increase humidity.
22-23 84 13-1,Heated-Pan Humidifiers,Humidifiers that use a heated pan to evaporate water into the air.
22-23 84 13-2,Wetted-Element Humidifiers,Humidifiers that use a wetted element to evaporate water into the air.
22-23 84 13-3,Atomizing Humidifiers,Humidifiers that use atomization to add moisture to the air.
22-23 84 13-4,Direct-Steam-Injection Humidifiers,Humidifiers that use direct steam injection to add moisture to the air.
22-23 84 13-5,"Jacketed, Steam Humidifiers",Humidifiers that use a jacketed steam system to add moisture to the air.
22-23 84 13-6,Self-Contained Steam Humidifiers,Self-contained humidifiers that generate steam to add moisture to the air.
22-23 84 13-7,Portable Humidifiers,Portable units that add moisture to the air in a space.
22-23 84 16,Mechanical Dehumidification Units,Devices that remove moisture from the air to decrease humidity.
22-23 84 16-1,"Outdoor, Mechanical Dehumidification Units",Outdoor units that use mechanical dehumidification to remove moisture from the air.
22-23 84 16-2,"Indoor, Mechanical Dehumidification Units",Indoor units that use mechanical dehumidification to remove moisture from the air.
22-23 84 16-3,Portable Dehumidifiers,Portable units that use mechanical dehumidification to remove moisture from the air.
22-23 84 19,Desiccant Dehumidification Units,Devices that use desiccant materials to remove moisture from the air.
22-25 00 00,Integrated Automation,Systems that integrate and automate various building systems and equipment.
22-25 01 00,Operation and Maintenance of Integrated Automation,Processes and procedures for operating and maintaining integrated automation systems.
22-25 01 10,Operation and Maintenance of Integrated Automation Network Equipment,Equipment used to operate and maintain integrated automation network systems.
22-25 01 20,Operation and Maintenance of Integrated Equipment,Equipment used to operate and maintain integrated building systems.
22-25 01 30,Operation and Maintenance of Integrated Automation Instrumentation and Terminal Devices,Devices used to operate and maintain integrated automation instrumentation and controls.
22-25 01 90,Diagnostic Systems for Integrated Automation,Systems used to diagnose and troubleshoot integrated automation systems.
22-25 05 00,Common Work Results for Integrated Automation,Common work tasks and requirements for integrated automation systems.
22-25 05 05,Selective Demolition for Integrated Automation,Selective demolition work for integrated automation systems.
22-25 05 12,Cyber Security Requirements for Integrated Automation,Cybersecurity requirements for integrated automation systems.
22-25 05 13,Conductors and Cables for Integrated Automation,Conductors and cables used in integrated automation systems.
22-25 05 26,Grounding and Bonding for Integrated Automation,Grounding and bonding for integrated automation systems.
22-25 05 28,Pathways for Integrated Automation,Pathways and raceways for integrated automation systems.
22-25 05 28-1,Hangers and Supports for Integrated Automation,Hangers and supports for integrated automation systems.
22-25 05 28-2,Conduits and Backboxes for Integrated Automation,Conduits and backboxes for integrated automation systems.
22-25 05 28-3,Cable Trays for Integrated Automation,Cable trays for integrated automation systems.
22-25 05 28-4,Surface Raceways for Integrated Automation,Surface raceways for integrated automation systems.
22-25 05 48,Vibration and Seismic Controls for Integrated Automation,Vibration and seismic controls for integrated automation systems.
22-25 05 53,Identification for Integrated Automation,Identification and labeling for integrated automation systems.
22-26 05 46,Poles for Electrical Systems,Poles used to support electrical systems.
22-26 05 48,Vibration and Seismic Controls for Electrical Systems,Vibration and seismic controls for electrical systems.
22-26 05 48-1,Seismic Controls for Electrical Systems,Seismic controls specifically for electrical systems.
22-26 27 19,Multi-Outlet Assemblies,Multi-outlet assemblies for electrical systems.
22-26 27 23,Indoor Service Poles,Indoor service poles for electrical systems.
22-26 27 26,Wiring Devices,Wiring devices for electrical systems.
22-26 27 33,Power Distribution Units,Power distribution units for electrical systems.
22-26 27 73,Door Chimes,Door chimes for electrical systems.
