OmniClass_Code,OmniClass_Title,Description
22-12 58 16,Residential Chairs,
22-12 58 16-1,Reclining Chairs,
22-12 58 19,Dining Tables and Chairs,
22-12 58 23,Coffee Tables,
22-12 58 26,Entertainment Centers,
22-12 58 29,Beds,
22-12 58 29-1,Daybeds,
22-12 58 33,Dressers,
22-12 58 33-1,Armoires,
22-12 58 36,Nightstands,
22-12 58 83,Custom Residential Furniture,
22-12 59 00,Systems Furniture,
22-12 59 13,Panel-Hung Component System Furniture,
22-12 59 16,Free-Standing Component System Furniture,
22-12 59 19,Beam System Furniture,
22-12 59 23,Desk System Furniture,
22-12 59 83,Custom Systems Furniture,
22-12 60 00,Multiple Seating,
22-12 61 00,Fixed Audience Seating,
22-12 61 13,Upholstered Audience Seating,
22-12 61 16,Molded-Plastic Audience Seating,
22-12 62 00,Portable Audience Seating,
22-12 62 13,Folding Chairs,
22-12 62 16,Interlocking Chairs,
22-12 62 19,Stacking Chairs,
22-12 62 23,Portable Bleachers,
22-12 63 00,Stadium and Arena Seating,
22-12 63 13,Stadium and Arena Bench Seating,
22-12 63 23,Stadium and Arena Seats,
22-12 64 00,Booths and Tables,
22-12 64 13,Booths,
22-12 64 16,Tables,
22-12 64 23,Banquette Seating,
22-12 65 00,Multiple-Use Fixed Seating,
22-12 66 00,Telescoping Stands,
22-12 66 13,Telescoping Bleachers,
22-12 66 23,Telescoping Chair Platforms,
22-12 67 00,Pews and Benches,
22-12 67 13,Pews,
22-12 67 23,Benches,
22-12 68 00,Seat and Table Assemblies,
22-12 68 13,Pedestal Tablet Arm Chairs,
22-12 90 00,Other Furnishings,
22-12 92 00,Interior Planters and Artificial Plants,
22-12 92 13,Interior Artificial Plants,
22-12 92 33,Interior Planters,
22-12 92 43,Interior Landscaping Accessories,
22-12 93 00,Interior Public Space Furnishings,
22-12 93 13,Bicycle Racks,
22-12 93 14,Bicycle Lockers,
22-12 93 23,Trash and Litter Receptacles,
22-13 00 00,Special Construction,
22-13 01 00,Operation and Maintenance of Special Construction,
22-13 01 10,Operation and Maintenance of Special Facility Components,
22-13 01 11,Operation and Maintenance of Swimming Pools,
22-13 01 12,Operation and Maintenance of Fountains,
22-13 01 13,Operation and Maintenance of Aquariums,
22-13 01 14,Operation and Maintenance of Amusement Park Structures and Equipment,
22-13 01 18,Operation and Maintenance of Ice Rinks,
22-13 01 20,Operation and Maintenance of Special Purpose Rooms,
22-13 01 21,Operation and Maintenance of Controlled Environment Rooms,
22-13 01 23,Operation and Maintenance of Planetariums,
22-13 01 30,Operation and Maintenance of Special Structures,
22-13 01 40,Operation and Maintenance of Integrated Construction,
22-13 01 46,Maintenance of Lightning Protection Systems,
22-13 01 49,Operation and Maintenance of Radiation Protection,
22-13 01 50,Operation and Maintenance of Special Instrumentation,
22-13 01 51,Operation and Maintenance of Stress Instrumentation,
22-13 01 52,Operation and Maintenance of Seismic Instrumentation,
22-13 01 53,Operation and Maintenance of Meteorological Instrumentation,
22-13 05 00,Common Work Results for Special Construction,
22-13 05 05,Selective Demolition for Special Construction,
22-13 06 00,Schedules for Special Construction,
22-13 06 10,Schedules for Special Facility Components,
22-13 06 20,Schedules for Special Purpose Rooms,
22-13 06 30,Schedules for Special Structures,
22-13 06 40,Schedules for Integrated Construction,
22-13 06 50,Schedules for Special Instrumentation,
22-13 08 00,Commissioning of Special Construction,
22-13 08 10,Commissioning of Special Facility Components,
22-13 08 11,Commissioning of Swimming Pools,
22-13 08 12,Commissioning of Fountains,
22-13 08 13,Commissioning of Aquariums,
22-13 08 14,Commissioning of Amusement Park Structures and Equipment,
22-13 08 18,Commissioning of Ice Rinks,
22-13 08 20,Commissioning of Special Purpose Rooms,
22-13 08 21,Commissioning of Controlled Environment Rooms,
22-13 08 23,Commissioning of Planetariums,
22-13 08 30,Commissioning of Special Structures,
22-13 08 40,Commissioning of Integrated Construction,
22-13 08 50,Commissioning of Special Instrumentation,
22-13 10 00,Special Facility Components,
22-13 11 00,Swimming Pools,
22-13 11 13,Below-Grade Swimming Pools,
22-13 11 23,On-Grade Swimming Pools,
22-13 11 33,Elevated Swimming Pools,
22-13 11 43,Recirculating Gutter Systems,
22-13 11 46,Swimming Pool Accessories,
22-13 11 49,Swimming Pool Cleaning Equipment,
22-13 11 53,Movable Pool Bulkheads,
22-13 11 56,Movable Pool Floors,
22-13 12 00,Fountains,
22-13 12 13,Exterior Fountains,
22-13 12 23,Interior Fountains,
22-13 13 00,Aquariums,
22-13 14 00,Amusement Park Structures and Equipment,
22-13 14 13,Water Slides,
22-13 14 16,Wave Generating Equipment,
22-13 14 23,Amusement Park Rides,
22-13 15 00,Specialty Element Construction,
22-13 17 00,Tubs and Pools,
22-13 17 13,Hot Tubs,
22-13 17 23,Therapeutic Pools,
22-13 17 33,Whirlpool Tubs,
22-13 18 00,Ice Rinks,
22-13 18 13,Ice Rink Floor Systems,
22-13 18 16,Ice Rink Dasher Boards,
22-13 19 00,Kennels and Animal Shelters,
22-13 19 13,Kennel Enclosures and Gates,
22-13 19 16,Kennel Feeding Devices,
22-13 19 19,Animal Washing Tubs,
22-13 20 00,Special Purpose Rooms,
22-13 21 00,Controlled Environment Rooms,
22-13 21 13,Clean Rooms,
22-13 21 16,Hyperbaric Rooms,
22-13 21 23,Insulated Rooms,
22-13 21 26,Cold Storage Rooms,
22-13 21 26-1,Walk-in Coolers,
22-13 21 26-2,Walk-in Freezers,
22-13 21 29,Constant Temperature Rooms,
22-13 21 48,Sound-Conditioned Rooms,
22-13 22 00,Office Shelters and Booths,
22-13 23 00,Planetariums,
22-13 24 00,Special Activity Rooms,
22-13 24 16,Saunas,
22-13 24 26,Steam Baths,
22-13 24 66,Athletic Rooms,
22-13 26 00,Fabricated Rooms,
22-13 26 13,Storm Shelter Rooms,
22-13 27 00,Vaults,
22-13 27 16,Modular Fire Vaults,
22-13 27 53,Security Vaults,
22-13 27 53-1,Modular Concrete Security Vaults,
22-13 27 53-2,Modular Metal-Clad Laminated Security Vaults,
22-13 28 00,Athletic and Recreational Special Construction,
22-13 28 13,Indoor Soccer Boards,
22-13 28 16,Safety Netting,
22-13 28 19,Arena Football Boards,
22-13 28 26,Floor Sockets,
22-13 28 33,Athletic and Recreational Court Walls,
22-13 28 66,Demountable Athletic Surfaces,
22-13 30 00,Special Structures,
22-13 31 00,Fabric Structures,
22-13 31 13,Air-Supported Fabric Structures,
22-13 31 13-1,Single-Walled Air-Supported Structures,
22-13 31 13-2,Multiple-Walled Air-Supported Structures,
22-13 31 23,Tensioned Fabric Structures,
22-13 31 33,Framed Fabric Structures,
22-13 32 00,Space Frames,
22-13 32 13,Metal Space Frames,
22-13 32 23,Wood Space Frames,
22-13 33 00,Geodesic Structures,
22-13 33 13,Geodesic Domes,
22-13 34 00,Fabricated Engineered Structures,
22-13 34 13,Glazed Structures,
22-13 34 13-1,Greenhouses,
22-13 34 13-2,Solariums,
22-13 34 13-3,Swimming Pool Enclosures,
22-13 34 13-4,Sunrooms,
22-13 34 13-5,Conservatories,
22-13 34 16,Grandstands and Bleachers,
22-13 34 16-1,Grandstands,
22-13 34 16-2,Bleachers,
22-13 34 18,Post Frame Building Systems,
22-13 34 19,Metal Building Systems,
22-13 34 23,Fabricated Structures,
22-13 34 23-1,Portable and Mobile Buildings,
22-13 34 23-2,Fabricated Classroom Buildings,
22-13 34 23-3,Fabricated Control Booths,
22-13 34 23-4,Fabricated Dome Structures,
22-13 34 23-5,Fabricated Substation Control Rooms,
22-13 34 23-6,Fabricated Cold Storage Buildings,
22-13 34 56,Observatories,
22-13 35 00,Rammed Earth Construction,
22-13 35 13,Rammed Earth Walls,
22-13 35 13-1,Traditional Rammed Earth Walls,
22-13 35 13-2,Stabilized Insulated Rammed Earth Walls,
22-13 36 00,Towers,
22-13 36 13,Metal Towers,
22-13 36 13-1,Steel Towers,
22-13 36 23,Wood Towers,
22-13 40 00,Integrated Construction,
22-13 42 00,Building Modules and Components,
22-13 42 13,Bathroom Unit Modules,
22-13 42 25,Hospitality Unit Modules,
22-13 42 33,Apartment Unit Modules,
22-13 42 43,Dormitory Unit Modules,
22-13 42 46,Education Unit Modules,
22-13 42 63,Detention Cell Modules,
22-13 42 63-1,Precast-Concrete Detention Cell Modules,
22-13 42 63-2,Steel Detention Cell Modules,
22-13 42 73,Integrated Interior Modules,
22-13 42 73-1,Integrated Floor Assemblies,
22-13 42 73-2,Integrated Wall Assemblies,
22-13 42 73-3,Integrated Ceiling Assemblies,
22-13 44 00,Modular Mezzanines,
22-13 46 00,Lightning Protection Systems,
22-13 46 13,Lightning Protection for Structures,
22-13 46 16,Lightning Prevention and Dissipation,
22-13 46 19,Early Streamer Emission Lightning Protection,
22-13 46 23,Lightning Monitoring Equipment,
22-13 47 00,Facility Protection,
22-13 47 13,Cathodic Protection,
22-13 47 13-1,Cathodic Protection for Underground and Submerged Piping,
22-13 47 13-2,Cathodic Protection for Underground Storage Tanks,
22-13 47 13-3,Cathodic Protection for Concrete Reinforcing,
22-13 48 00,"Sound, Vibration, and Seismic Control",
22-13 48 13,Manufactured Sound and Vibration Control Components,
22-13 48 23,Fabricated Sound and Vibration Control Assemblies,
22-13 48 53,Manufactured Seismic Control Components,
22-13 48 63,Fabricated Seismic Control Assemblies,
22-13 49 00,Radiation Protection,
22-13 49 13,Integrated X-Ray Shielding Assemblies,
22-13 49 16,Modular X-Ray Shielding Rooms,
22-13 49 23,Integrated RFI/EMI Shielding Assemblies,
22-13 49 26,Modular RFI/EMI Shielding Rooms,
22-13 50 00,Special Instrumentation,
22-13 51 00,Stress Instrumentation,
22-13 52 00,Seismic Instrumentation,
22-13 53 00,Meteorological Instrumentation,
22-13 53 13,Solar Instrumentation,
22-13 53 23,Wind Instrumentation,
22-14 00 00,Conveying Equipment,
22-14 01 00,Operation and Maintenance of Conveying Equipment,
22-14 01 10,Operation and Maintenance of Dumbwaiters,
22-14 01 10-1,Dumbwaiter Rehabilitation,
22-14 01 20,Operation and Maintenance of Elevators,
22-14 01 20-1,Elevator Rehabilitation,
22-14 01 30,Operation and Maintenance of Escalators and Moving Walks,
22-14 01 30-1,Escalators and Moving Walks Rehabilitation,
22-14 01 40,Operation and Maintenance of Lifts,
22-14 01 40-1,Lift Rehabilitation,
22-14 01 70,Operation and Maintenance of Turntables,
22-14 01 80,Operation and Maintenance of Scaffolding,
22-14 01 90,Operation and Maintenance of Other Conveying Equipment,
22-14 05 00,Common Work Results for Conveying Equipment,
22-14 05 05,Selective Demolition for Conveying Equipment,
22-14 06 00,Schedules for Conveying Equipment,
22-14 06 10,Schedules for Dumbwaiters,
22-14 06 20,Schedules for Elevators,
22-14 06 20-1,Elevator Equipment Schedule,
22-14 06 30,Schedules for Escalators and Moving Walks,
22-14 06 40,Schedules for Lifts,
22-14 06 40-1,Lift Schedule,
22-14 06 70,Schedules for Turntables,
22-14 06 80,Schedules for Scaffolding,
22-14 06 90,Schedules for Other Conveying Equipment,
22-14 08 00,Commissioning of Conveying Equipment,
22-14 08 10,Commissioning of Dumbwaiters,
22-14 08 20,Commissioning of Elevators,
22-14 08 30,Commissioning of Escalators and Moving Walks,
22-14 08 40,Commissioning of Lifts,
22-14 08 70,Commissioning of Turntables,
22-14 08 80,Commissioning of Scaffolding,
22-14 10 00,Dumbwaiters,
22-14 11 00,Manual Dumbwaiters,
22-14 12 00,Electric Dumbwaiters,
22-14 14 00,Hydraulic Dumbwaiters,
22-14 20 00,Elevators,
22-14 21 00,Electric Traction Elevators,
22-14 21 13,Electric Traction Freight Elevators,
22-14 21 23,Electric Traction Passenger Elevators,
22-14 21 23-1,Machine Room Electric Traction Passenger Elevators,
22-14 21 23-2,Machine Room-Less Electric Traction Passenger Elevators,
22-14 21 33,Electric Traction Residential Elevators,
22-14 21 43,Electric Traction Service Elevators,
22-14 24 00,Hydraulic Elevators,
22-14 24 13,Hydraulic Freight Elevators,
22-14 24 23,Hydraulic Passenger Elevators,
22-14 24 33,Hydraulic Residential Elevators,
22-14 24 43,Hydraulic Service Elevators,
22-14 25 00,Rack and Pinion Elevators,
22-14 26 00,Limited-Use/Limited-Application Elevators,
22-14 27 00,Custom Elevator Cabs and Doors,
22-14 27 13,Custom Elevator Cab Finishes,
22-14 27 16,Custom Elevator Doors,
22-14 28 00,Elevator Equipment and Controls,
22-14 28 16,Elevator Controls,
22-14 28 19,Elevator Equipment,
22-14 28 19-1,Elevator Safety Equipment,
22-14 28 19-2,Elevator Hoistway Equipment,
22-14 30 00,Escalators and Moving Walks,
22-14 31 00,Escalators,
22-14 32 00,Moving Walks,
22-14 33 00,Moving Ramps,
22-14 33 13,Motorized Ramps,
22-14 33 16,Powered Ramps,
22-14 40 00,Lifts,
22-14 41 00,People Lifts,
22-14 41 13,Counterbalanced People Lifts,
22-14 41 16,Endless-Belt People Lifts,
22-14 41 19,Stairway Chairlifts,
22-14 42 00,Wheelchair Lifts,
22-14 42 13,Inclined Wheelchair Lifts,
22-14 42 16,Vertical Wheelchair Lifts,
22-14 43 00,Platform Lifts,
22-14 43 13,Orchestra Lifts,
22-14 43 16,Stage Lifts,
22-14 44 00,Sidewalk Lifts,
22-14 45 00,Vehicle Lifts,
22-14 45 13,Vehicle Service Lifts,
22-14 45 23,Vehicle Parking Lifts,
22-14 46 00,Material Lifts,
22-14 70 00,Turntables,
22-14 71 00,Industrial Turntables,
22-14 71 11,Vehicle Turntables,
22-14 72 00,Hospitality Turntables,
22-14 72 25,Restaurant Turntables,
22-14 73 00,Exhibit Turntables,
22-14 73 59,Display Turntables,
22-14 74 00,Entertainment Turntables,
22-14 74 61,Stage Turntables,
22-14 80 00,Scaffolding,
22-14 81 00,Suspended Scaffolding,
22-14 81 13,Beam Scaffolding,
22-14 81 16,Carriage Scaffolding,
22-14 81 19,Hook Scaffolding,
22-14 82 00,Rope Climbers,
22-14 82 13,Manual Rope Climbers,
22-14 82 16,Powered Rope Climbers,
22-14 83 00,Elevating Platforms,
22-14 83 13,Telescoping Platform Lifts,
22-14 83 13-1,Electric and Battery Telescoping Platform Lifts,
22-14 83 13-2,Pneumatic Telescoping Platform Lifts,
22-14 83 16,Scissor Lift Platforms,
22-14 83 19,Multi-Axis Platform Lifts,
22-14 84 00,Powered Scaffolding,
22-14 84 13,Window Washing Scaffolding,
22-14 84 23,Window Washing Hoists,
22-14 90 00,Other Conveying Equipment,
22-14 91 00,Facility Chutes,
22-14 91 13,Coal Chutes,
22-14 91 23,Escape Chutes,
22-14 91 33,Laundry and Linen Chutes,
22-14 91 82,Trash Chutes,
22-14 92 00,Pneumatic Tube Systems,
22-14 93 00,Slide Pole Systems,
22-14 93 13,Firehouse Slide Poles,
22-21 00 00,Fire Suppression,
22-21 01 00,Operation and Maintenance of Fire Suppression,
22-21 01 10,Operation and Maintenance of Water-Based Fire-Suppression Systems,
22-21 01 20,Operation and Maintenance of Fire-Extinguishing Systems,
22-21 01 30,Operation and Maintenance of Fire-Suppression Equipment,
22-21 05 00,Common Work Results for Fire Suppression,
22-21 05 05,Selective Demolition for Fire Suppression,
22-21 05 13,Common Motor Requirements for Fire-Suppression Equipment,
22-21 05 16,Expansion Fittings and Loops for Fire-Suppression Piping,
22-21 05 17,Sleeves and Sleeve Seals for Fire-Suppression Piping,
22-21 05 19,Meters and Gauges for Fire-Suppression Systems,
22-21 05 23,General-Duty Valves for Water-Based Fire-Suppression Piping,
22-21 05 29,Hangers and Supports for Fire-Suppression Piping and Equipment,
22-21 05 33,Heat Tracing for Fire-Suppression Piping,
22-21 05 48,Vibration and Seismic Controls for Fire-Suppression Piping and Equipment,
22-21 05 48-1,Vibration Controls for Fire-Suppression Piping and Equipment,
22-21 05 53,Identification for Fire-Suppression Piping and Equipment,
22-21 06 00,Schedules for Fire Suppression,
22-21 06 10,Schedules for Water-Based Fire-Suppression Systems,
22-21 06 20,Schedules for Fire-Extinguishing Systems,
22-21 06 30,Schedules for Fire-Suppression Equipment,
22-21 07 00,Fire Suppression Systems Insulation,
22-21 07 16,Fire-Suppression Equipment Insulation,
22-21 07 19,Fire-Suppression Piping Insulation,
22-21 08 00,Commissioning of Fire Suppression,
22-21 09 00,Instrumentation and Control for Fire-Suppression Systems,
22-21 10 00,Water-Based Fire-Suppression Systems,
22-21 11 00,Facility Fire-Suppression Water-Service Piping,
22-21 11 16,Facility Fire Hydrants,
22-21 11 19,Fire-Department Connections,
22-21 12 00,Fire-Suppression Standpipes,
22-21 12 13,Fire-Suppression Hoses and Nozzles,
22-21 12 16,Fire-Suppression Hose Reels,
22-21 12 19,Fire-Suppression Hose Racks,
22-21 12 23,Fire-Suppression Hose Valves,
22-21 13 00,Fire-Suppression Sprinkler Systems,
22-21 13 13,Wet-Pipe Sprinkler Systems,
22-21 13 16,Dry-Pipe Sprinkler Systems,
22-21 13 19,Preaction Sprinkler Systems,
22-21 13 23,Combined Dry-Pipe and Preaction Sprinkler Systems,
22-21 13 26,Deluge Fire-Suppression Sprinkler Systems,
22-21 13 29,Water Spray Fixed Systems,
22-21 13 36,Antifreeze Sprinkler Systems,
22-21 13 39,Foam-Water Systems,
22-21 20 00,Fire-Extinguishing Systems,
22-21 21 00,Gas-Based Fire-Extinguishing Systems,
22-21 21 13,Carbon-Dioxide Fire-Extinguishing Piping,
22-21 21 13-1,"High-Pressure, Carbon-Dioxide Fire-Extinguishing Systems",
22-21 21 13-2,"Low-Pressure, Carbon-Dioxide Fire-Extinguishing Systems",
22-21 21 16,Carbon-Dioxide Fire-Extinguishing Equipment,
22-21 21 23,Nitrogen-Water Fire-Extinguishing Systems,
22-21 22 00,Clean-Agent Fire-Extinguishing Systems,
22-21 22 13,Clean-Agent Fire-Extinguishing Piping,
22-21 22 16,Clean-Agent Fire-Extinguishing Equipment,
22-21 23 00,Wet-Chemical Fire-Extinguishing Systems,
22-21 23 13,Wet-Chemical Fire-Extinguishing Piping,
22-21 23 16,Wet-Chemical Fire-Extinguishing Equipment,
22-21 24 00,Dry-Chemical Fire-Extinguishing Systems,
22-21 24 13,Dry-Chemical Fire-Extinguishing Piping,
22-21 24 16,Dry-Chemical Fire-Extinguishing Equipment,
22-21 30 00,Fire Pumps,
22-21 31 00,Centrifugal Fire Pumps,
22-21 31 13,"Electric-Drive, Centrifugal Fire Pumps",
22-21 31 16,"Diesel-Drive, Centrifugal Fire Pumps",
22-21 32 00,Vertical-Turbine Fire Pumps,
22-21 32 13,"Electric-Drive, Vertical-Turbine Fire Pumps",
22-21 32 16,"Diesel-Drive, Vertical-Turbine Fire Pumps",
22-21 33 00,Positive-Displacement Fire Pumps,
22-21 33 13,"Electric-Drive, Positive-Displacement Fire Pumps",
22-21 33 16,"Diesel-Drive, Positive-Displacement Fire Pumps",
22-21 34 00,Fire Pump Accessories,
22-21 34 13,Pressure Maintenance Pumps,
22-21 40 00,Fire-Suppression Water Storage,
22-21 41 00,Storage Tanks for Fire-Suppression Water,
22-21 41 13,Pressurized Storage Tanks for Fire-Suppression Water,
22-21 41 16,Elevated Storage Tanks for Fire-Suppression Water,
22-21 41 19,Roof-Mounted Storage Tanks for Fire-Suppression Water,
22-21 41 23,Ground Suction Storage Tanks for Fire-Suppression Water,
22-21 41 26,Underground Storage Tanks for Fire-Suppression Water,
22-21 41 29,Storage Tanks for Fire-Suppression Water Additives,
22-22 00 00,Plumbing,
22-22 01 00,Operation and Maintenance of Plumbing,
22-22 01 10,Operation and Maintenance of Plumbing Piping and Pumps,
22-22 01 10-1,Video Piping Inspections,
22-22 01 10-2,Plumbing Piping Cleaning,
22-22 01 10-3,Plumbing Piping Repairs,
22-22 01 10-4,Plumbing Piping Relining,
22-22 01 30,Operation and Maintenance of Plumbing Equipment,
22-22 01 40,Operation and Maintenance of Plumbing Fixtures,
22-22 01 50,Operation and Maintenance of Pool and Fountain Plumbing Systems,
22-22 01 60,Operation and Maintenance of Laboratory and Healthcare Systems,
22-22 05 00,Common Work Results for Plumbing,
22-22 05 05,Selective Demolition for Plumbing,
22-22 05 13,Common Motor Requirements for Plumbing Equipment,
22-22 05 16,Expansion Fittings and Loops for Plumbing Piping,
22-22 05 17,Sleeves and Sleeve Seals for Plumbing Piping,
22-22 05 19,Meters and Gauges for Plumbing Piping,
22-22 05 23,General-Duty Valves for Plumbing Piping,
22-22 05 29,Hangers and Supports for Plumbing Piping and Equipment,
22-22 05 33,Heat Tracing for Plumbing Piping,
22-22 05 48,Vibration and Seismic Controls for Plumbing Piping and Equipment,
22-22 05 48-1,Vibration Controls for Plumbing Piping and Equipment,
22-22 05 53,Identification for Plumbing Piping and Equipment,
22-22 05 73,Facility Drainage Manholes,
22-22 05 76,Facility Drainage Piping Cleanouts,
22-22 06 00,Schedules for Plumbing,
22-22 06 10,Schedules for Plumbing Piping and Pumps,
22-22 06 10-1,Plumbing Pump Schedule,
22-22 06 12,Schedules for Facility Potable Water Storage,
22-22 06 15,Schedules for General Service Compressed-Air Equipment,
22-22 06 30,Schedules for Plumbing Equipment,
22-22 06 30-1,Domestic Water Heater Schedule,
22-22 06 40,Schedules for Plumbing Fixtures,
22-22 06 40-1,Plumbing Fixture Schedule,
22-22 06 50,Schedules for Pool and Fountain Plumbing Systems,
22-22 06 60,Schedules for Laboratory and Healthcare Systems,
22-22 07 00,Plumbing Insulation,
22-22 07 16,Plumbing Equipment Insulation,
22-22 07 19,Plumbing Piping Insulation,
22-22 08 00,Commissioning of Plumbing,
22-22 09 00,Instrumentation and Control for Plumbing,
22-22 09 63,Medical Gas Alarms,
22-22 10 00,Plumbing Piping,
22-22 11 00,Facility Water Distribution,
22-22 11 13,Facility Water Distribution Piping,
22-22 11 16,Domestic Water Piping,
22-22 11 17,Gray-Water Piping,
22-22 11 19,Domestic Water Piping Specialties,
22-22 11 23,Domestic Water Pumps,
22-22 11 23-1,Domestic-Water Packaged Booster Pumps,
22-22 11 23-2,Domestic-Water In-Line Pumps,
22-22 11 23-3,"Close-Coupled, Horizontally Mounted, In-Line Centrifugal Domestic-Water Pumps",
22-22 11 23-4,"Close-Coupled, Vertically Mounted, In-Line Centrifugal Domestic-Water Pumps",
22-22 11 23-5,"Separately Coupled, In-Line Centrifugal Domestic-Water Pumps",
22-22 11 23-6,"Separately Coupled, Horizontally Mounted, In-Line Centrifugal Domestic-Water Pumps",
22-22 11 23-7,"Domestic-Water, Base-Mounted Pumps",
22-22 11 63,Gray-Water Pumps,
22-22 12 00,Facility Potable-Water Storage Tanks,
22-22 12 13,"Facility Roof-Mounted, Potable-Water Storage Tanks",
22-22 12 16,"Facility Elevated, Potable-Water Storage Tanks",
22-22 12 19,"Facility Ground-Mounted, Potable-Water Storage Tanks",
22-22 12 21,Facility Underground Potable-Water Storage Tanks,
22-22 12 23,Facility Indoor Potable-Water Storage Tanks,
22-22 12 23-1,"Facility Steel, Indoor Potable-Water Storage Pressure Tanks",
22-22 12 23-2,"Facility Steel, Indoor Potable-Water Storage Non-Pressure Tanks",
22-22 12 23-3,"Facility Plastic, Indoor Potable-Water Storage Pressure Tanks",
22-22 12 23-4,"Facility Plastic, Indoor Potable-Water Storage Non-Pressure Tanks",
22-22 13 00,Facility Sanitary Sewerage,
22-22 13 13,Facility Sanitary Sewers,
22-22 13 16,Sanitary Waste and Vent Piping,
22-22 13 19,Sanitary Waste Piping Specialties,
22-22 13 19-1,Sanitary Drains,
22-22 13 19-2,"Fats, Oils, and Grease Disposal Systems",
22-22 13 19-3,Grease Removal Devices,
22-22 13 19-4,Backwater Valves,
22-22 13 19-5,Air-Admittance Valves,
22-22 13 23,Sanitary Waste Interceptors,
22-22 13 26,Sanitary Waste Separators,
22-22 13 29,Sanitary Sewerage Pumps,
22-22 13 29-1,"Wet-Pit-Mounted, Vertical Sewerage Pumps",
22-22 13 29-2,Submersible Sewerage Pumps,
22-22 13 29-3,Sewerage Pump Reverse-Flow Assemblies,
22-22 13 29-4,Sewerage Pump Basins and Pits,
22-22 13 33,"Packaged, Submersible Sewerage Pump Units",
22-22 13 36,"Packaged, Wastewater Pump Units",
22-22 13 43,Facility Packaged Sewage Pumping Stations,
22-22 13 43-1,Facility Dry-Well Packaged Sewage Pumping Stations,
22-22 13 43-2,Facility Wet-Well Packaged Sewage Pumping Stations,
22-22 13 63,Facility Gray Water Tanks,
22-22 14 00,Facility Storm Drainage,
22-22 14 13,Facility Storm Drainage Piping,
22-22 14 16,Rainwater Leaders,
22-22 14 19,Sump Pump Discharge Piping,
22-22 14 23,Storm Drainage Piping Specialties,
22-22 14 26,Facility Storm Drains,
22-22 14 26-1,Roof Drains,
22-22 14 26-2,Facility Area Drains,
22-22 14 26-3,Facility Trench Drains,
22-22 14 29,Sump Pumps,
22-22 14 29-1,"Wet-Pit-Mounted, Vertical Sump Pumps",
22-22 14 29-2,Submersible Sump Pumps,
22-22 14 29-3,Sump-Pump Basins and Pits,
22-22 14 33,"Packaged, Pedestal Drainage Pump Units",
22-22 14 36,"Packaged, Submersible, Drainage Pump Units",
22-22 14 53,Rainwater Storage Tanks,
22-22 14 63,Facility Storm-Water Retention Tanks,
22-22 15 00,General Service Compressed-Air Systems,
22-22 15 13,General Service Compressed-Air Piping,
22-22 15 16,General Service Compressed-Air Valves,
22-22 15 19,General Service Packaged Air Compressors and Receivers,
22-22 15 19-1,General Service Packaged Reciprocating Air Compressors,
22-22 15 19-2,General Service Packaged Liquid-Ring Air Compressors,
22-22 15 19-3,General Service Packaged Rotary-Screw Air Compressors,
22-22 15 19-4,General Service Packaged Sliding-Vane Air Compressors,
22-22 30 00,Plumbing Equipment,
22-22 31 00,Domestic Water Softeners,
22-22 31 13,Residential Domestic Water Softeners,
22-22 31 16,Commercial Domestic Water Softeners,
22-22 32 00,Domestic Water Filtration Equipment,
22-22 32 13,Domestic-Water Bag-Type Filters,
22-22 32 16,Domestic-Water Freestanding Cartridge Filters,
22-22 32 19,Domestic-Water Off-Floor Cartridge Filters,
22-22 32 23,Domestic-Water Carbon Filters,
22-22 32 26,Domestic-Water Sand Filters,
22-22 32 26-1,Domestic-Water Circulating Sand Filters,
22-22 32 26-2,Domestic-Water Multimedia Sand Filters,
22-22 32 26-3,Domestic-Water Greensand Filters,
22-22 33 00,Electric Domestic Water Heaters,
22-22 33 13,Instantaneous Electric Domestic Water Heaters,
22-22 33 13-1,"Flow-Control, Instantaneous Electric Domestic Water Heaters",
22-22 33 13-2,"Thermostat-Control, Instantaneous Electric Domestic Water Heaters",
22-22 33 30,"Residential, Electric Domestic Water Heaters",
22-22 33 30-1,"Residential, Small-Capacity Electric Domestic Water Heaters",
22-22 33 30-2,"Residential, Storage Electric Domestic Water Heaters",
22-22 33 30-3,"Residential, Collector-to-Tank, Solar-Electric Domestic Water Heaters",
22-22 33 30-4,"Residential, Collector-to-Tank, Heat-Exchanger-Coil, Solar-Electric Domestic Water Heaters",
22-22 33 33,Light-Commercial Electric Domestic Water Heaters,
22-22 33 36,Commercial Domestic Water Electric Booster Heaters,
22-22 33 36-1,Commercial Domestic Water Electric Booster Heaters,
22-22 33 36-2,Commercial Storage Electric Domestic Water Heaters,
22-22 34 00,Fuel-Fired Domestic Water Heaters,
22-22 34 13,"Instantaneous, Tankless, Gas Domestic Water Heaters",
22-22 34 30,Residential Gas Domestic Water Heaters,
22-22 34 30-1,"Residential, Atmospheric, Gas Domestic Water Heaters",
22-22 34 30-2,"Residential, Direct-Vent, Gas Domestic Water Heaters",
22-22 34 30-3,"Residential, Power-Vent, Gas Domestic Water Heaters",
22-22 34 36,Commercial Gas Domestic Water Heaters,
22-22 34 36-1,"Commercial, Atmospheric, Gas Domestic Water Heaters",
22-22 34 36-2,"Commercial, Power-Burner, Gas Domestic Water Heaters",
22-22 34 36-3,"Commercial, Power-Vent, Gas Domestic Water Heaters",
22-22 34 36-4,"Commercial, High-Efficiency, Gas Domestic Water Heaters",
